StudyID,SubjectID,Condition ,Session ,Trial,StartTimeOfResponse ,IRT ,ReinforcerCutOFF,SessionCutOFF
Exp1,9,Brief,ContextA,1,0,2.11,0,0
Exp1,9,Brief,ContextA,2,2.11,2.84,0,0
Exp1,9,Brief,ContextA,3,4.95,0.65,0,0
Exp1,9,Brief,ContextA,4,5.6,3.1,0,0
Exp1,9,Brief,ContextA,5,8.7,0.52,0,0
Exp1,9,Brief,ContextA,6,9.22,1.63,0,0
Exp1,9,Brief,ContextA,7,10.85,4.14,0,0
Exp1,9,Brief,ContextA,8,14.99,0.62,0,0
Exp1,9,Brief,ContextA,9,15.61,1.68,0,0
Exp1,9,Brief,ContextA,10,17.29,1.22,0,0
Exp1,9,Brief,ContextA,11,18.51,0.83,0,0
Exp1,9,Brief,ContextA,12,19.34,2.15,0,0
Exp1,9,Brief,ContextA,13,21.49,0.59,0,0
Exp1,9,Brief,ContextA,14,22.08,3.07,0,0
Exp1,9,Brief,ContextA,15,25.15,1.06,0,0
Exp1,9,Brief,ContextA,16,26.21,5.52,0,0
Exp1,9,Brief,ContextA,17,31.73,0.47,0,0
Exp1,9,Brief,ContextA,18,32.2,1.55,0,0
Exp1,9,Brief,ContextA,19,33.75,8.55,0,0
Exp1,9,Brief,ContextA,20,42.3,1.45,0,0
Exp1,9,Brief,ContextA,21,43.75,5.43,0,0
Exp1,9,Brief,ContextA,22,49.18,4.84,0,0
Exp1,9,Brief,ContextA,23,54.02,1.03,0,0
Exp1,9,Brief,ContextA,24,55.05,0.5,0,0
Exp1,9,Brief,ContextA,25,55.55,1,0,0
Exp1,9,Brief,ContextA,26,56.55,4.8,0,0
Exp1,9,Brief,ContextA,27,61.35,0.98,0,0
Exp1,9,Brief,ContextA,28,62.33,1.82,0,0
Exp1,9,Brief,ContextA,29,64.15,5.02,0,0
Exp1,9,Brief,ContextA,30,69.17,0.84,0,0
Exp1,9,Brief,ContextA,31,70.01,1.04,0,0
Exp1,9,Brief,ContextA,32,71.05,0.21,0,0
Exp1,9,Brief,ContextA,33,71.26,2.97,0,0
Exp1,9,Brief,ContextA,34,74.23,10.21,0,0
Exp1,9,Brief,ContextA,35,84.44,0.65,0,0
Exp1,9,Brief,ContextA,36,85.09,0.62,0,0
Exp1,9,Brief,ContextA,37,85.71,1.11,0,0
Exp1,9,Brief,ContextA,38,86.82,1.15,0,0
Exp1,9,Brief,ContextA,39,87.97,2.38,0,0
Exp1,9,Brief,ContextA,40,90.35,0.55,0,0
Exp1,9,Brief,ContextA,41,90.9,0.39,0,0
Exp1,9,Brief,ContextA,42,91.29,0.7,0,0
Exp1,9,Brief,ContextA,43,91.99,0.87,0,0
Exp1,9,Brief,ContextA,44,92.86,0.68,0,0
Exp1,9,Brief,ContextA,45,93.54,8.49,0,0
Exp1,9,Brief,ContextA,46,102.03,6.28,0,0
Exp1,9,Brief,ContextA,47,108.31,4.82,0,0
Exp1,9,Brief,ContextA,48,113.13,2.15,0,0
Exp1,9,Brief,ContextA,49,115.28,0.44,0,0
Exp1,9,Brief,ContextA,50,115.72,2.88,0,0
Exp1,9,Brief,ContextA,51,118.6,0.7,0,0
Exp1,9,Brief,ContextA,52,119.3,13.21,0,0
Exp1,9,Brief,ContextA,53,132.51,11.51,0,0
Exp1,9,Brief,ContextA,54,144.02,0.77,0,0
Exp1,9,Brief,ContextA,55,144.79,0.84,0,0
Exp1,9,Brief,ContextA,56,145.63,4.49,0,0
Exp1,9,Brief,ContextA,57,150.12,4.16,0,0
Exp1,9,Brief,ContextA,58,154.28,3.25,0,0
Exp1,9,Brief,ContextA,59,157.53,0.32,0,0
Exp1,9,Brief,ContextA,60,157.85,2.68,0,0
Exp1,9,Brief,ContextA,61,160.53,12.16,0,0
Exp1,9,Brief,ContextA,62,172.69,1.09,0,0
Exp1,9,Brief,ContextA,63,173.78,1.02,0,0
Exp1,9,Brief,ContextA,64,174.8,0.91,0,0
Exp1,9,Brief,ContextA,65,175.71,1.24,0,0
Exp1,9,Brief,ContextA,66,176.95,6.8,0,0
Exp1,9,Brief,ContextA,67,183.75,0.81,0,0
Exp1,9,Brief,ContextA,68,184.56,2.39,0,0
Exp1,9,Brief,ContextA,69,186.95,3.6,0,0
Exp1,9,Brief,ContextA,70,190.55,0.64,0,0
Exp1,9,Brief,ContextA,71,191.19,4.47,0,0
Exp1,9,Brief,ContextA,72,195.66,1.16,0,0
Exp1,9,Brief,ContextA,73,196.82,5.02,0,0
Exp1,9,Brief,ContextA,74,201.84,0.46,0,0
Exp1,9,Brief,ContextA,75,202.3,0.26,0,0
Exp1,9,Brief,ContextA,76,202.56,3.47,0,0
Exp1,9,Brief,ContextA,77,206.03,0.55,0,0
Exp1,9,Brief,ContextA,78,206.58,11.94,0,0
Exp1,9,Brief,ContextA,79,218.52,0.88,0,0
Exp1,9,Brief,ContextA,80,219.4,2.58,0,0
Exp1,9,Brief,ContextA,81,221.98,16.28,0,0
Exp1,9,Brief,ContextA,82,238.26,1.31,0,0
Exp1,9,Brief,ContextA,83,239.57,0.87,0,0
Exp1,9,Brief,ContextA,84,240.44,2,0,0
Exp1,9,Brief,ContextA,85,242.44,8.77,0,0
Exp1,9,Brief,ContextA,86,251.21,0.55,0,0
Exp1,9,Brief,ContextA,87,251.76,0.39,0,0
Exp1,9,Brief,ContextA,88,252.15,1.5,0,0
Exp1,9,Brief,ContextA,89,253.65,0.76,0,0
Exp1,9,Brief,ContextA,90,254.41,0.54,0,0
Exp1,9,Brief,ContextA,91,254.95,9.82,0,0
Exp1,9,Brief,ContextA,92,264.77,1.11,0,0
Exp1,9,Brief,ContextA,93,265.88,0.64,0,0
Exp1,9,Brief,ContextA,94,266.52,0.65,0,0
Exp1,9,Brief,ContextA,95,267.17,0.35,0,0
Exp1,9,Brief,ContextA,96,267.52,0.45,0,0
Exp1,9,Brief,ContextA,97,267.97,1.59,0,0
Exp1,9,Brief,ContextA,98,269.56,4.83,0,0
Exp1,9,Brief,ContextA,99,274.39,5.56,0,0
Exp1,9,Brief,ContextA,100,279.95,1.9,0,0
Exp1,9,Brief,ContextA,101,281.85,2.05,0,0
Exp1,9,Brief,ContextA,102,283.9,0.66,0,0
Exp1,9,Brief,ContextA,103,284.56,5.63,0,0
Exp1,9,Brief,ContextA,104,290.19,6.73,0,0
Exp1,9,Brief,ContextA,105,296.92,2.69,0,0
Exp1,9,Brief,ContextA,106,299.61,0.47,0,0
Exp1,9,Brief,ContextA,107,300.08,1.68,0,0
Exp1,9,Brief,ContextA,108,301.76,1.14,0,0
Exp1,9,Brief,ContextA,109,302.9,8.44,0,0
Exp1,9,Brief,ContextA,110,311.34,15.39,0,0
Exp1,9,Brief,ContextA,111,326.73,0.68,0,0
Exp1,9,Brief,ContextA,112,327.41,0.82,0,0
Exp1,9,Brief,ContextA,113,328.23,1.9,0,0
Exp1,9,Brief,ContextA,114,330.13,2.03,0,0
Exp1,9,Brief,ContextA,115,332.16,17.73,0,0
Exp1,9,Brief,ContextA,116,349.89,2.15,0,0
Exp1,9,Brief,ContextA,117,352.04,1.77,0,0
Exp1,9,Brief,ContextA,118,353.81,0.31,0,0
Exp1,9,Brief,ContextA,119,354.12,10.71,0,0
Exp1,9,Brief,ContextA,120,364.83,0.71,0,0
Exp1,9,Brief,ContextA,121,365.54,0.28,0,0
Exp1,9,Brief,ContextA,122,365.82,1.19,0,0
Exp1,9,Brief,ContextA,123,367.01,5.04,0,0
Exp1,9,Brief,ContextA,124,372.05,1.68,0,0
Exp1,9,Brief,ContextA,125,373.73,0.63,0,0
Exp1,9,Brief,ContextA,126,374.36,4.69,0,0
Exp1,9,Brief,ContextA,127,379.05,0.64,0,0
Exp1,9,Brief,ContextA,128,379.69,0.88,0,0
Exp1,9,Brief,ContextA,129,380.57,11.65,0,0
Exp1,9,Brief,ContextA,130,392.22,0.56,0,0
Exp1,9,Brief,ContextA,131,392.78,0.47,0,0
Exp1,9,Brief,ContextA,132,393.25,0.19,0,0
Exp1,9,Brief,ContextA,133,393.44,5.28,0,0
Exp1,9,Brief,ContextA,134,398.72,7.56,0,0
Exp1,9,Brief,ContextA,135,406.28,0.64,0,0
Exp1,9,Brief,ContextA,136,406.92,0.63,0,0
Exp1,9,Brief,ContextA,137,407.55,15.88,0,0
Exp1,9,Brief,ContextA,138,423.43,6.3,0,0
Exp1,9,Brief,ContextA,139,429.73,15.27,0,0
Exp1,9,Brief,ContextA,140,445,0.46,0,0
Exp1,9,Brief,ContextA,141,445.46,4.42,0,0
Exp1,9,Brief,ContextA,142,449.88,0.74,0,0
Exp1,9,Brief,ContextA,143,450.62,6.76,0,0
Exp1,9,Brief,ContextA,144,457.38,0.26,0,0
Exp1,9,Brief,ContextA,145,457.64,1.39,0,0
Exp1,9,Brief,ContextA,146,459.03,0.25,0,0
Exp1,9,Brief,ContextA,147,459.28,0.63,0,0
Exp1,9,Brief,ContextA,148,459.91,4.58,0,0
Exp1,9,Brief,ContextA,149,464.49,0.8,0,0
Exp1,9,Brief,ContextA,150,465.29,6.82,0,0
Exp1,9,Brief,ContextA,151,472.11,8.61,0,0
Exp1,9,Brief,ContextA,152,480.72,0.42,0,0
Exp1,9,Brief,ContextA,153,481.14,1.4,0,0
Exp1,9,Brief,ContextA,154,482.54,0.21,0,0
Exp1,9,Brief,ContextA,155,482.75,0.85,0,0
Exp1,9,Brief,ContextA,156,483.6,1.05,0,0
Exp1,9,Brief,ContextA,157,484.65,0.48,0,0
Exp1,9,Brief,ContextA,158,485.13,3,0,0
Exp1,9,Brief,ContextA,159,488.13,0.49,0,0
Exp1,9,Brief,ContextA,160,488.62,0.49,0,0
Exp1,9,Brief,ContextA,161,489.11,0.74,0,0
Exp1,9,Brief,ContextA,162,489.85,0.38,0,0
Exp1,9,Brief,ContextA,163,490.23,0.71,0,0
Exp1,9,Brief,ContextA,164,490.94,27.74,0,0
Exp1,9,Brief,ContextA,165,518.68,0.62,0,0
Exp1,9,Brief,ContextA,166,519.3,1,0,0
Exp1,9,Brief,ContextA,167,520.3,19.31,0,0
Exp1,9,Brief,ContextA,168,539.61,0.42,0,0
Exp1,9,Brief,ContextA,169,540.03,3.66,0,0
Exp1,9,Brief,ContextA,170,543.69,0.68,0,0
Exp1,9,Brief,ContextA,171,544.37,0.12,0,0
Exp1,9,Brief,ContextA,172,544.49,7.2,0,0
Exp1,9,Brief,ContextA,173,551.69,2.66,0,0
Exp1,9,Brief,ContextA,174,554.35,4.07,0,0
Exp1,9,Brief,ContextA,175,558.42,23.29,0,0
Exp1,9,Brief,ContextA,176,581.71,7.96,0,0
Exp1,9,Brief,ContextA,177,589.67,1.13,0,0
Exp1,9,Brief,ContextA,178,590.8,2.7,0,0
Exp1,9,Brief,ContextA,179,593.5,4.36,0,0
Exp1,9,Brief,ContextA,180,597.86,2.14,0,1
Exp1,10,Brief,ContextA,1,0,3.28,0,0
Exp1,10,Brief,ContextA,2,3.28,0.5,0,0
Exp1,10,Brief,ContextA,3,3.78,0.18,0,0
Exp1,10,Brief,ContextA,4,3.96,0.16,0,0
Exp1,10,Brief,ContextA,5,4.12,0.48,0,0
Exp1,10,Brief,ContextA,6,4.6,0.92,0,0
Exp1,10,Brief,ContextA,7,5.52,2.47,0,0
Exp1,10,Brief,ContextA,8,7.99,1.7,0,0
Exp1,10,Brief,ContextA,9,9.69,7.93,0,0
Exp1,10,Brief,ContextA,10,17.62,6.59,0,0
Exp1,10,Brief,ContextA,11,24.21,13.89,0,0
Exp1,10,Brief,ContextA,12,38.1,0.15,0,0
Exp1,10,Brief,ContextA,13,38.25,1.69,0,0
Exp1,10,Brief,ContextA,14,39.94,8.37,0,0
Exp1,10,Brief,ContextA,15,48.31,2.16,0,0
Exp1,10,Brief,ContextA,16,50.47,0.65,0,0
Exp1,10,Brief,ContextA,17,51.12,0.67,0,0
Exp1,10,Brief,ContextA,18,51.79,4.83,0,0
Exp1,10,Brief,ContextA,19,56.62,11.83,0,0
Exp1,10,Brief,ContextA,20,68.45,3.82,0,0
Exp1,10,Brief,ContextA,21,72.27,2.04,0,0
Exp1,10,Brief,ContextA,22,74.31,0.66,0,0
Exp1,10,Brief,ContextA,23,74.97,4.67,0,0
Exp1,10,Brief,ContextA,24,79.64,3.17,0,0
Exp1,10,Brief,ContextA,25,82.81,1.24,0,0
Exp1,10,Brief,ContextA,26,84.05,3.79,0,0
Exp1,10,Brief,ContextA,27,87.84,1.36,0,0
Exp1,10,Brief,ContextA,28,89.2,6.85,0,0
Exp1,10,Brief,ContextA,29,96.05,0.62,0,0
Exp1,10,Brief,ContextA,30,96.67,11.07,0,0
Exp1,10,Brief,ContextA,31,107.74,0.49,0,0
Exp1,10,Brief,ContextA,32,108.23,1.24,0,0
Exp1,10,Brief,ContextA,33,109.47,4.83,0,0
Exp1,10,Brief,ContextA,34,114.3,1.23,0,0
Exp1,10,Brief,ContextA,35,115.53,1.85,0,0
Exp1,10,Brief,ContextA,36,117.38,0.9,0,0
Exp1,10,Brief,ContextA,37,118.28,1.41,0,0
Exp1,10,Brief,ContextA,38,119.69,7.49,0,0
Exp1,10,Brief,ContextA,39,127.18,12.39,0,0
Exp1,10,Brief,ContextA,40,139.57,4.6,0,0
Exp1,10,Brief,ContextA,41,144.17,1.41,0,0
Exp1,10,Brief,ContextA,42,145.58,15.47,0,0
Exp1,10,Brief,ContextA,43,161.05,1.35,0,0
Exp1,10,Brief,ContextA,44,162.4,1.47,0,0
Exp1,10,Brief,ContextA,45,163.87,0.61,0,0
Exp1,10,Brief,ContextA,46,164.48,2.87,0,0
Exp1,10,Brief,ContextA,47,167.35,0.49,0,0
Exp1,10,Brief,ContextA,48,167.84,8.95,0,0
Exp1,10,Brief,ContextA,49,176.79,1.52,0,0
Exp1,10,Brief,ContextA,50,178.31,0.45,0,0
Exp1,10,Brief,ContextA,51,178.76,10.02,0,0
Exp1,10,Brief,ContextA,52,188.78,1.41,0,0
Exp1,10,Brief,ContextA,53,190.19,1.07,0,0
Exp1,10,Brief,ContextA,54,191.26,9.28,0,0
Exp1,10,Brief,ContextA,55,200.54,3.28,0,0
Exp1,10,Brief,ContextA,56,203.82,1.18,0,0
Exp1,10,Brief,ContextA,57,205,2.92,0,0
Exp1,10,Brief,ContextA,58,207.92,1.12,0,0
Exp1,10,Brief,ContextA,59,209.04,4.07,0,0
Exp1,10,Brief,ContextA,60,213.11,4.3,0,0
Exp1,10,Brief,ContextA,61,217.41,3.38,0,0
Exp1,10,Brief,ContextA,62,220.79,0.61,0,0
Exp1,10,Brief,ContextA,63,221.4,3.18,0,0
Exp1,10,Brief,ContextA,64,224.58,1.51,0,0
Exp1,10,Brief,ContextA,65,226.09,2.09,0,0
Exp1,10,Brief,ContextA,66,228.18,1.97,0,0
Exp1,10,Brief,ContextA,67,230.15,0.41,0,0
Exp1,10,Brief,ContextA,68,230.56,0.28,0,0
Exp1,10,Brief,ContextA,69,230.84,0.27,0,0
Exp1,10,Brief,ContextA,70,231.11,12.63,0,0
Exp1,10,Brief,ContextA,71,243.74,1.51,0,0
Exp1,10,Brief,ContextA,72,245.25,16.06,0,0
Exp1,10,Brief,ContextA,73,261.31,0.22,0,0
Exp1,10,Brief,ContextA,74,261.53,2.19,0,0
Exp1,10,Brief,ContextA,75,263.72,12.57,0,0
Exp1,10,Brief,ContextA,76,276.29,1.17,0,0
Exp1,10,Brief,ContextA,77,277.46,2.73,0,0
Exp1,10,Brief,ContextA,78,280.19,6.76,0,0
Exp1,10,Brief,ContextA,79,286.95,10.31,0,0
Exp1,10,Brief,ContextA,80,297.26,3.31,0,0
Exp1,10,Brief,ContextA,81,300.57,0.39,0,0
Exp1,10,Brief,ContextA,82,300.96,1.52,0,0
Exp1,10,Brief,ContextA,83,302.48,1.33,0,0
Exp1,10,Brief,ContextA,84,303.81,2.25,0,0
Exp1,10,Brief,ContextA,85,306.06,0.17,0,0
Exp1,10,Brief,ContextA,86,306.23,4.29,0,0
Exp1,10,Brief,ContextA,87,310.52,0.91,0,0
Exp1,10,Brief,ContextA,88,311.43,8.49,0,0
Exp1,10,Brief,ContextA,89,319.92,1.46,0,0
Exp1,10,Brief,ContextA,90,321.38,2.11,0,0
Exp1,10,Brief,ContextA,91,323.49,2.48,0,0
Exp1,10,Brief,ContextA,92,325.97,1.31,0,0
Exp1,10,Brief,ContextA,93,327.28,4.77,0,0
Exp1,10,Brief,ContextA,94,332.05,7.79,0,0
Exp1,10,Brief,ContextA,95,339.84,1.73,0,0
Exp1,10,Brief,ContextA,96,341.57,0.69,0,0
Exp1,10,Brief,ContextA,97,342.26,1.35,0,0
Exp1,10,Brief,ContextA,98,343.61,2.56,0,0
Exp1,10,Brief,ContextA,99,346.17,1.4,0,0
Exp1,10,Brief,ContextA,100,347.57,1.64,0,0
Exp1,10,Brief,ContextA,101,349.21,1.94,0,0
Exp1,10,Brief,ContextA,102,351.15,5.26,0,0
Exp1,10,Brief,ContextA,103,356.41,1.24,0,0
Exp1,10,Brief,ContextA,104,357.65,0.44,0,0
Exp1,10,Brief,ContextA,105,358.09,1.84,0,0
Exp1,10,Brief,ContextA,106,359.93,1.89,0,0
Exp1,10,Brief,ContextA,107,361.82,5.27,0,0
Exp1,10,Brief,ContextA,108,367.09,10.53,0,0
Exp1,10,Brief,ContextA,109,377.62,1,0,0
Exp1,10,Brief,ContextA,110,378.62,0.51,0,0
Exp1,10,Brief,ContextA,111,379.13,8.94,0,0
Exp1,10,Brief,ContextA,112,388.07,13.17,0,0
Exp1,10,Brief,ContextA,113,401.24,2.18,0,0
Exp1,10,Brief,ContextA,114,403.42,8.68,0,0
Exp1,10,Brief,ContextA,115,412.1,6.89,0,0
Exp1,10,Brief,ContextA,116,418.99,1.99,0,0
Exp1,10,Brief,ContextA,117,420.98,9.29,0,0
Exp1,10,Brief,ContextA,118,430.27,1.08,0,0
Exp1,10,Brief,ContextA,119,431.35,6,0,0
Exp1,10,Brief,ContextA,120,437.35,1.64,0,0
Exp1,10,Brief,ContextA,121,438.99,0.6,0,0
Exp1,10,Brief,ContextA,122,439.59,0.71,0,0
Exp1,10,Brief,ContextA,123,440.3,9.12,0,0
Exp1,10,Brief,ContextA,124,449.42,0.95,0,0
Exp1,10,Brief,ContextA,125,450.37,2.77,0,0
Exp1,10,Brief,ContextA,126,453.14,3.7,0,0
Exp1,10,Brief,ContextA,127,456.84,12.55,0,0
Exp1,10,Brief,ContextA,128,469.39,0.86,0,0
Exp1,10,Brief,ContextA,129,470.25,6.4,0,0
Exp1,10,Brief,ContextA,130,476.65,5.86,0,0
Exp1,10,Brief,ContextA,131,482.51,4.74,0,0
Exp1,10,Brief,ContextA,132,487.25,28.37,0,0
Exp1,10,Brief,ContextA,133,515.62,2.02,0,0
Exp1,10,Brief,ContextA,134,517.64,9.82,0,0
Exp1,10,Brief,ContextA,135,527.46,5.95,0,0
Exp1,10,Brief,ContextA,136,533.41,1.51,0,0
Exp1,10,Brief,ContextA,137,534.92,0.87,0,0
Exp1,10,Brief,ContextA,138,535.79,0.69,0,0
Exp1,10,Brief,ContextA,139,536.48,1.4,0,0
Exp1,10,Brief,ContextA,140,537.88,0.87,0,0
Exp1,10,Brief,ContextA,141,538.75,0.3,0,0
Exp1,10,Brief,ContextA,142,539.05,0.44,0,0
Exp1,10,Brief,ContextA,143,539.49,1.32,0,0
Exp1,10,Brief,ContextA,144,540.81,0.3,0,0
Exp1,10,Brief,ContextA,145,541.11,0.15,0,0
Exp1,10,Brief,ContextA,146,541.26,5.16,0,0
Exp1,10,Brief,ContextA,147,546.42,1.55,0,0
Exp1,10,Brief,ContextA,148,547.97,1.66,0,0
Exp1,10,Brief,ContextA,149,549.63,1.28,0,0
Exp1,10,Brief,ContextA,150,550.91,3.41,0,0
Exp1,10,Brief,ContextA,151,554.32,1.45,0,0
Exp1,10,Brief,ContextA,152,555.77,1.56,0,0
Exp1,10,Brief,ContextA,153,557.33,1.28,0,0
Exp1,10,Brief,ContextA,154,558.61,1.59,0,0
Exp1,10,Brief,ContextA,155,560.2,1.37,0,0
Exp1,10,Brief,ContextA,156,561.57,2.14,0,0
Exp1,10,Brief,ContextA,157,563.71,0.11,0,0
Exp1,10,Brief,ContextA,158,563.82,0.21,0,0
Exp1,10,Brief,ContextA,159,564.03,1.31,0,0
Exp1,10,Brief,ContextA,160,565.34,3.61,0,0
Exp1,10,Brief,ContextA,161,568.95,2.24,0,0
Exp1,10,Brief,ContextA,162,571.19,0.42,0,0
Exp1,10,Brief,ContextA,163,571.61,0.89,0,0
Exp1,10,Brief,ContextA,164,572.5,0.13,0,0
Exp1,10,Brief,ContextA,165,572.63,0.79,0,0
Exp1,10,Brief,ContextA,166,573.42,0.18,0,0
Exp1,10,Brief,ContextA,167,573.6,2.19,0,0
Exp1,10,Brief,ContextA,168,575.79,1.3,0,0
Exp1,10,Brief,ContextA,169,577.09,1.6,0,0
Exp1,10,Brief,ContextA,170,578.69,0.58,0,0
Exp1,10,Brief,ContextA,171,579.27,0.46,0,0
Exp1,10,Brief,ContextA,172,579.73,0.28,0,0
Exp1,10,Brief,ContextA,173,580.01,0.39,0,0
Exp1,10,Brief,ContextA,174,580.4,0.3,0,0
Exp1,10,Brief,ContextA,175,580.7,2.38,0,0
Exp1,10,Brief,ContextA,176,583.08,0.68,0,0
Exp1,10,Brief,ContextA,177,583.76,0.77,0,0
Exp1,10,Brief,ContextA,178,584.53,4.27,0,0
Exp1,10,Brief,ContextA,179,588.8,11.2,0,1
Exp1,11,Brief,ContextA,1,0,2.25,0,0
Exp1,11,Brief,ContextA,2,2.25,0.86,0,0
Exp1,11,Brief,ContextA,3,3.11,2.99,0,0
Exp1,11,Brief,ContextA,4,6.1,9.15,0,0
Exp1,11,Brief,ContextA,5,15.25,35.09,0,0
Exp1,11,Brief,ContextA,6,50.34,11.59,0,0
Exp1,11,Brief,ContextA,7,61.93,2.77,0,0
Exp1,11,Brief,ContextA,8,64.7,14.16,0,0
Exp1,11,Brief,ContextA,9,78.86,9.76,0,0
Exp1,11,Brief,ContextA,10,88.62,4.09,0,0
Exp1,11,Brief,ContextA,11,92.71,10.97,0,0
Exp1,11,Brief,ContextA,12,103.68,4.36,0,0
Exp1,11,Brief,ContextA,13,108.04,24.49,0,0
Exp1,11,Brief,ContextA,14,132.53,5.07,0,0
Exp1,11,Brief,ContextA,15,137.6,11.18,0,0
Exp1,11,Brief,ContextA,16,148.78,0.33,0,0
Exp1,11,Brief,ContextA,17,149.11,4.77,0,0
Exp1,11,Brief,ContextA,18,153.88,10.07,0,0
Exp1,11,Brief,ContextA,19,163.95,11.59,0,0
Exp1,11,Brief,ContextA,20,175.54,7.28,0,0
Exp1,11,Brief,ContextA,21,182.82,7.53,0,0
Exp1,11,Brief,ContextA,22,190.35,22.24,0,0
Exp1,11,Brief,ContextA,23,212.59,20.82,0,0
Exp1,11,Brief,ContextA,24,233.41,22.4,0,0
Exp1,11,Brief,ContextA,25,255.81,20.99,0,0
Exp1,11,Brief,ContextA,26,276.8,14.59,0,0
Exp1,11,Brief,ContextA,27,291.39,0.67,0,0
Exp1,11,Brief,ContextA,28,292.06,25.48,0,0
Exp1,11,Brief,ContextA,29,317.54,1.36,0,0
Exp1,11,Brief,ContextA,30,318.9,16.87,0,0
Exp1,11,Brief,ContextA,31,335.77,0.45,0,0
Exp1,11,Brief,ContextA,32,336.22,12.17,0,0
Exp1,11,Brief,ContextA,33,348.39,11.66,0,0
Exp1,11,Brief,ContextA,34,360.05,0.48,0,0
Exp1,11,Brief,ContextA,35,360.53,16.69,0,0
Exp1,11,Brief,ContextA,36,377.22,16.62,0,0
Exp1,11,Brief,ContextA,37,393.84,10.27,0,0
Exp1,11,Brief,ContextA,38,404.11,32.57,0,0
Exp1,11,Brief,ContextA,39,436.68,29.98,0,0
Exp1,11,Brief,ContextA,40,466.66,14.01,0,0
Exp1,11,Brief,ContextA,41,480.67,2.38,0,0
Exp1,11,Brief,ContextA,42,483.05,13.93,0,0
Exp1,11,Brief,ContextA,43,496.98,18.32,0,0
Exp1,11,Brief,ContextA,44,515.3,1.88,0,0
Exp1,11,Brief,ContextA,45,517.18,12.09,0,0
Exp1,11,Brief,ContextA,46,529.27,5.99,0,0
Exp1,11,Brief,ContextA,47,535.26,53.33,0,0
Exp1,11,Brief,ContextA,48,588.59,11.41,0,1
Exp1,12,Brief,ContextA,1,0,6.48,0,0
Exp1,12,Brief,ContextA,2,6.48,0.3,0,0
Exp1,12,Brief,ContextA,3,6.78,4.68,0,0
Exp1,12,Brief,ContextA,4,11.46,0.81,0,0
Exp1,12,Brief,ContextA,5,12.27,3.87,0,0
Exp1,12,Brief,ContextA,6,16.14,0.35,0,0
Exp1,12,Brief,ContextA,7,16.49,9.73,0,0
Exp1,12,Brief,ContextA,8,26.22,1.05,0,0
Exp1,12,Brief,ContextA,9,27.27,24.18,0,0
Exp1,12,Brief,ContextA,10,51.45,5.07,0,0
Exp1,12,Brief,ContextA,11,56.52,0.38,0,0
Exp1,12,Brief,ContextA,12,56.9,1.25,0,0
Exp1,12,Brief,ContextA,13,58.15,0.82,0,0
Exp1,12,Brief,ContextA,14,58.97,2.07,0,0
Exp1,12,Brief,ContextA,15,61.04,10.49,0,0
Exp1,12,Brief,ContextA,16,71.53,12.16,0,0
Exp1,12,Brief,ContextA,17,83.69,12.11,0,0
Exp1,12,Brief,ContextA,18,95.8,3.38,0,0
Exp1,12,Brief,ContextA,19,99.18,7.21,0,0
Exp1,12,Brief,ContextA,20,106.39,10.94,0,0
Exp1,12,Brief,ContextA,21,117.33,6.65,0,0
Exp1,12,Brief,ContextA,22,123.98,12.18,0,0
Exp1,12,Brief,ContextA,23,136.16,7.33,0,0
Exp1,12,Brief,ContextA,24,143.49,9.78,0,0
Exp1,12,Brief,ContextA,25,153.27,0.29,0,0
Exp1,12,Brief,ContextA,26,153.56,0.25,0,0
Exp1,12,Brief,ContextA,27,153.81,5.03,0,0
Exp1,12,Brief,ContextA,28,158.84,1.43,0,0
Exp1,12,Brief,ContextA,29,160.27,0.43,0,0
Exp1,12,Brief,ContextA,30,160.7,0.33,0,0
Exp1,12,Brief,ContextA,31,161.03,3.77,0,0
Exp1,12,Brief,ContextA,32,164.8,5.29,0,0
Exp1,12,Brief,ContextA,33,170.09,5.35,0,0
Exp1,12,Brief,ContextA,34,175.44,12.88,0,0
Exp1,12,Brief,ContextA,35,188.32,4.61,0,0
Exp1,12,Brief,ContextA,36,192.93,0.64,0,0
Exp1,12,Brief,ContextA,37,193.57,1.54,0,0
Exp1,12,Brief,ContextA,38,195.11,17.06,0,0
Exp1,12,Brief,ContextA,39,212.17,1.79,0,0
Exp1,12,Brief,ContextA,40,213.96,0.49,0,0
Exp1,12,Brief,ContextA,41,214.45,3.17,0,0
Exp1,12,Brief,ContextA,42,217.62,0.73,0,0
Exp1,12,Brief,ContextA,43,218.35,5.17,0,0
Exp1,12,Brief,ContextA,44,223.52,0.45,0,0
Exp1,12,Brief,ContextA,45,223.97,20.02,0,0
Exp1,12,Brief,ContextA,46,243.99,6.95,0,0
Exp1,12,Brief,ContextA,47,250.94,0.47,0,0
Exp1,12,Brief,ContextA,48,251.41,1.66,0,0
Exp1,12,Brief,ContextA,49,253.07,0.43,0,0
Exp1,12,Brief,ContextA,50,253.5,3.68,0,0
Exp1,12,Brief,ContextA,51,257.18,9.08,0,0
Exp1,12,Brief,ContextA,52,266.26,0.48,0,0
Exp1,12,Brief,ContextA,53,266.74,2.43,0,0
Exp1,12,Brief,ContextA,54,269.17,15.93,0,0
Exp1,12,Brief,ContextA,55,285.1,0.43,0,0
Exp1,12,Brief,ContextA,56,285.53,2.96,0,0
Exp1,12,Brief,ContextA,57,288.49,0.2,0,0
Exp1,12,Brief,ContextA,58,288.69,2.29,0,0
