StudyID,SubjectID,Condition ,Session ,Trial,StartTimeOfResponse ,IRT ,ReinforcerCutOFF,SessionCutOFF
Exp1,16,Brief,ContextB,33,357.61,4.75,0,0
Exp1,16,Brief,ContextB,34,362.36,60.73,0,0
Exp1,16,Brief,ContextB,35,423.09,9.26,0,0
Exp1,16,Brief,ContextB,36,432.35,105.51,0,0
Exp1,16,Brief,ContextB,37,537.86,5.33,0,0
Exp1,16,Brief,ContextB,38,543.19,0.56,0,0
Exp1,16,Brief,ContextB,39,543.75,14.54,0,0
Exp1,16,Brief,ContextB,40,558.29,0.24,0,0
Exp1,16,Brief,ContextB,41,558.53,41.47,0,1
Exp1,25,Extended,ContextB,1,0,5.95,0,0
Exp1,25,Extended,ContextB,2,5.95,4.85,0,0
Exp1,25,Extended,ContextB,3,10.8,3.93,0,0
Exp1,25,Extended,ContextB,4,14.73,6.41,0,0
Exp1,25,Extended,ContextB,5,21.14,0.78,0,0
Exp1,25,Extended,ContextB,6,21.92,2.73,0,0
Exp1,25,Extended,ContextB,7,24.65,1.65,0,0
Exp1,25,Extended,ContextB,8,26.3,0.28,0,0
Exp1,25,Extended,ContextB,9,26.58,8.71,0,0
Exp1,25,Extended,ContextB,10,35.29,0.49,0,0
Exp1,25,Extended,ContextB,11,35.78,4.99,0,0
Exp1,25,Extended,ContextB,12,40.77,0.46,0,0
Exp1,25,Extended,ContextB,13,41.23,1.99,0,0
Exp1,25,Extended,ContextB,14,43.22,2.18,0,0
Exp1,25,Extended,ContextB,15,45.4,0.64,0,0
Exp1,25,Extended,ContextB,16,46.04,0.61,0,0
Exp1,25,Extended,ContextB,17,46.65,4.51,0,0
Exp1,25,Extended,ContextB,18,51.16,7.39,0,0
Exp1,25,Extended,ContextB,19,58.55,1.15,0,0
Exp1,25,Extended,ContextB,20,59.7,4.47,0,0
Exp1,25,Extended,ContextB,21,64.17,2.27,0,0
Exp1,25,Extended,ContextB,22,66.44,6.4,0,0
Exp1,25,Extended,ContextB,23,72.84,1.55,0,0
Exp1,25,Extended,ContextB,24,74.39,17.92,0,0
Exp1,25,Extended,ContextB,25,92.31,0.8,0,0
Exp1,25,Extended,ContextB,26,93.11,0.49,0,0
Exp1,25,Extended,ContextB,27,93.6,3.53,0,0
Exp1,25,Extended,ContextB,28,97.13,8.99,0,0
Exp1,25,Extended,ContextB,29,106.12,9.14,0,0
Exp1,25,Extended,ContextB,30,115.26,1.85,0,0
Exp1,25,Extended,ContextB,31,117.11,3.26,0,0
Exp1,25,Extended,ContextB,32,120.37,0.69,0,0
Exp1,25,Extended,ContextB,33,121.06,0.49,0,0
Exp1,25,Extended,ContextB,34,121.55,0.62,0,0
Exp1,25,Extended,ContextB,35,122.17,3.37,0,0
Exp1,25,Extended,ContextB,36,125.54,2.87,0,0
Exp1,25,Extended,ContextB,37,128.41,9.49,0,0
Exp1,25,Extended,ContextB,38,137.9,1.66,0,0
Exp1,25,Extended,ContextB,39,139.56,6.54,0,0
Exp1,25,Extended,ContextB,40,146.1,15.65,0,0
Exp1,25,Extended,ContextB,41,161.75,1.37,0,0
Exp1,25,Extended,ContextB,42,163.12,1.74,0,0
Exp1,25,Extended,ContextB,43,164.86,13.72,0,0
Exp1,25,Extended,ContextB,44,178.58,4.69,0,0
Exp1,25,Extended,ContextB,45,183.27,6.89,0,0
Exp1,25,Extended,ContextB,46,190.16,5.51,0,0
Exp1,25,Extended,ContextB,47,195.67,9.8,0,0
Exp1,25,Extended,ContextB,48,205.47,0.76,0,0
Exp1,25,Extended,ContextB,49,206.23,0.51,0,0
Exp1,25,Extended,ContextB,50,206.74,8.72,0,0
Exp1,25,Extended,ContextB,51,215.46,0.81,0,0
Exp1,25,Extended,ContextB,52,216.27,5.28,0,0
Exp1,25,Extended,ContextB,53,221.55,1.19,0,0
Exp1,25,Extended,ContextB,54,222.74,3.51,0,0
Exp1,25,Extended,ContextB,55,226.25,1.35,0,0
Exp1,25,Extended,ContextB,56,227.6,4.71,0,0
Exp1,25,Extended,ContextB,57,232.31,6.59,0,0
Exp1,25,Extended,ContextB,58,238.9,8.47,0,0
Exp1,25,Extended,ContextB,59,247.37,3.25,0,0
Exp1,25,Extended,ContextB,60,250.62,4.94,0,0
Exp1,25,Extended,ContextB,61,255.56,5.39,0,0
Exp1,25,Extended,ContextB,62,260.95,6.3,0,0
Exp1,25,Extended,ContextB,63,267.25,8.58,0,0
Exp1,25,Extended,ContextB,64,275.83,3.77,0,0
Exp1,25,Extended,ContextB,65,279.6,3.4,0,0
Exp1,25,Extended,ContextB,66,283,2.97,0,0
Exp1,25,Extended,ContextB,67,285.97,2.05,0,0
Exp1,25,Extended,ContextB,68,288.02,0.5,0,0
Exp1,25,Extended,ContextB,69,288.52,4.68,0,0
Exp1,25,Extended,ContextB,70,293.2,6.51,0,0
Exp1,25,Extended,ContextB,71,299.71,1.12,0,0
Exp1,25,Extended,ContextB,72,300.83,6.84,0,0
Exp1,25,Extended,ContextB,73,307.67,8.92,0,0
Exp1,25,Extended,ContextB,74,316.59,4.91,0,0
Exp1,25,Extended,ContextB,75,321.5,4.32,0,0
Exp1,25,Extended,ContextB,76,325.82,3.03,0,0
Exp1,25,Extended,ContextB,77,328.85,4.24,0,0
Exp1,25,Extended,ContextB,78,333.09,4.54,0,0
Exp1,25,Extended,ContextB,79,337.63,10.76,0,0
Exp1,25,Extended,ContextB,80,348.39,1.91,0,0
Exp1,25,Extended,ContextB,81,350.3,1.75,0,0
Exp1,25,Extended,ContextB,82,352.05,7.1,0,0
Exp1,25,Extended,ContextB,83,359.15,6.89,0,0
Exp1,25,Extended,ContextB,84,366.04,5.08,0,0
Exp1,25,Extended,ContextB,85,371.12,4.46,0,0
Exp1,25,Extended,ContextB,86,375.58,0.64,0,0
Exp1,25,Extended,ContextB,87,376.22,5.49,0,0
Exp1,25,Extended,ContextB,88,381.71,4.18,0,0
Exp1,25,Extended,ContextB,89,385.89,13.73,0,0
Exp1,25,Extended,ContextB,90,399.62,1.58,0,0
Exp1,25,Extended,ContextB,91,401.2,3.77,0,0
Exp1,25,Extended,ContextB,92,404.97,0.62,0,0
Exp1,25,Extended,ContextB,93,405.59,6.89,0,0
Exp1,25,Extended,ContextB,94,412.48,0.88,0,0
Exp1,25,Extended,ContextB,95,413.36,0.34,0,0
Exp1,25,Extended,ContextB,96,413.7,0.22,0,0
Exp1,25,Extended,ContextB,97,413.92,7.16,0,0
Exp1,25,Extended,ContextB,98,421.08,2.91,0,0
Exp1,25,Extended,ContextB,99,423.99,3.16,0,0
Exp1,25,Extended,ContextB,100,427.15,2.23,0,0
Exp1,25,Extended,ContextB,101,429.38,9.09,0,0
Exp1,25,Extended,ContextB,102,438.47,7.44,0,0
Exp1,25,Extended,ContextB,103,445.91,1.61,0,0
Exp1,25,Extended,ContextB,104,447.52,7.9,0,0
Exp1,25,Extended,ContextB,105,455.42,0.69,0,0
Exp1,25,Extended,ContextB,106,456.11,2.35,0,0
Exp1,25,Extended,ContextB,107,458.46,3.63,0,0
Exp1,25,Extended,ContextB,108,462.09,26.31,0,0
Exp1,25,Extended,ContextB,109,488.4,8.5,0,0
Exp1,25,Extended,ContextB,110,496.9,1.45,0,0
Exp1,25,Extended,ContextB,111,498.35,1.45,0,0
Exp1,25,Extended,ContextB,112,499.8,7.63,0,0
Exp1,25,Extended,ContextB,113,507.43,4.67,0,0
Exp1,25,Extended,ContextB,114,512.1,3.82,0,0
Exp1,25,Extended,ContextB,115,515.92,1.72,0,0
Exp1,25,Extended,ContextB,116,517.64,3.19,0,0
Exp1,25,Extended,ContextB,117,520.83,0.8,0,0
Exp1,25,Extended,ContextB,118,521.63,9.98,0,0
Exp1,25,Extended,ContextB,119,531.61,17.4,0,0
Exp1,25,Extended,ContextB,120,549.01,0.98,0,0
Exp1,25,Extended,ContextB,121,549.99,2.01,0,0
Exp1,25,Extended,ContextB,122,552,4.41,0,0
Exp1,25,Extended,ContextB,123,556.41,2.21,0,0
Exp1,25,Extended,ContextB,124,558.62,7.83,0,0
Exp1,25,Extended,ContextB,125,566.45,3.12,0,0
Exp1,25,Extended,ContextB,126,569.57,13.22,0,0
Exp1,25,Extended,ContextB,127,582.79,7.05,0,0
Exp1,25,Extended,ContextB,128,589.84,0.77,0,0
Exp1,25,Extended,ContextB,129,590.61,6.06,0,0
Exp1,25,Extended,ContextB,130,596.67,3.33,0,1
Exp1,26,Extended,ContextB,1,0,0.9,0,0
Exp1,26,Extended,ContextB,2,0.9,3.79,0,0
Exp1,26,Extended,ContextB,3,4.69,0.9,0,0
Exp1,26,Extended,ContextB,4,5.59,2.95,0,0
Exp1,26,Extended,ContextB,5,8.54,0.34,0,0
Exp1,26,Extended,ContextB,6,8.88,3.84,0,0
Exp1,26,Extended,ContextB,7,12.72,2.92,0,0
Exp1,26,Extended,ContextB,8,15.64,5.4,0,0
Exp1,26,Extended,ContextB,9,21.04,5.58,0,0
Exp1,26,Extended,ContextB,10,26.62,1.33,0,0
Exp1,26,Extended,ContextB,11,27.95,2.24,0,0
Exp1,26,Extended,ContextB,12,30.19,2.24,0,0
Exp1,26,Extended,ContextB,13,32.43,0.41,0,0
Exp1,26,Extended,ContextB,14,32.84,0.39,0,0
Exp1,26,Extended,ContextB,15,33.23,6.19,0,0
Exp1,26,Extended,ContextB,16,39.42,1.06,0,0
Exp1,26,Extended,ContextB,17,40.48,3.86,0,0
Exp1,26,Extended,ContextB,18,44.34,2.06,0,0
Exp1,26,Extended,ContextB,19,46.4,4.21,0,0
Exp1,26,Extended,ContextB,20,50.61,7.81,0,0
Exp1,26,Extended,ContextB,21,58.42,1.25,0,0
Exp1,26,Extended,ContextB,22,59.67,2.01,0,0
Exp1,26,Extended,ContextB,23,61.68,2.4,0,0
Exp1,26,Extended,ContextB,24,64.08,4.62,0,0
Exp1,26,Extended,ContextB,25,68.7,0.59,0,0
Exp1,26,Extended,ContextB,26,69.29,1.77,0,0
Exp1,26,Extended,ContextB,27,71.06,2.94,0,0
Exp1,26,Extended,ContextB,28,74,0.27,0,0
Exp1,26,Extended,ContextB,29,74.27,9.2,0,0
Exp1,26,Extended,ContextB,30,83.47,1.79,0,0
Exp1,26,Extended,ContextB,31,85.26,3.8,0,0
Exp1,26,Extended,ContextB,32,89.06,0.33,0,0
Exp1,26,Extended,ContextB,33,89.39,0.44,0,0
Exp1,26,Extended,ContextB,34,89.83,1.21,0,0
Exp1,26,Extended,ContextB,35,91.04,0.33,0,0
Exp1,26,Extended,ContextB,36,91.37,0.73,0,0
Exp1,26,Extended,ContextB,37,92.1,1.64,0,0
Exp1,26,Extended,ContextB,38,93.74,4.09,0,0
Exp1,26,Extended,ContextB,39,97.83,0.29,0,0
Exp1,26,Extended,ContextB,40,98.12,2.47,0,0
Exp1,26,Extended,ContextB,41,100.59,1.02,0,0
Exp1,26,Extended,ContextB,42,101.61,4.85,0,0
Exp1,26,Extended,ContextB,43,106.46,0.98,0,0
Exp1,26,Extended,ContextB,44,107.44,7.05,0,0
Exp1,26,Extended,ContextB,45,114.49,5.36,0,0
Exp1,26,Extended,ContextB,46,119.85,1.51,0,0
Exp1,26,Extended,ContextB,47,121.36,0.58,0,0
Exp1,26,Extended,ContextB,48,121.94,2.88,0,0
Exp1,26,Extended,ContextB,49,124.82,0.98,0,0
Exp1,26,Extended,ContextB,50,125.8,10.39,0,0
Exp1,26,Extended,ContextB,51,136.19,3.54,0,0
Exp1,26,Extended,ContextB,52,139.73,3.71,0,0
Exp1,26,Extended,ContextB,53,143.44,0.5,0,0
Exp1,26,Extended,ContextB,54,143.94,0.5,0,0
Exp1,26,Extended,ContextB,55,144.44,0.83,0,0
Exp1,26,Extended,ContextB,56,145.27,0.14,0,0
Exp1,26,Extended,ContextB,57,145.41,0.26,0,0
Exp1,26,Extended,ContextB,58,145.67,16.54,0,0
Exp1,26,Extended,ContextB,59,162.21,0.38,0,0
Exp1,26,Extended,ContextB,60,162.59,8.45,0,0
Exp1,26,Extended,ContextB,61,171.04,0.45,0,0
Exp1,26,Extended,ContextB,62,171.49,1.41,0,0
Exp1,26,Extended,ContextB,63,172.9,6.6,0,0
Exp1,26,Extended,ContextB,64,179.5,6.88,0,0
Exp1,26,Extended,ContextB,65,186.38,0.42,0,0
Exp1,26,Extended,ContextB,66,186.8,1.1,0,0
Exp1,26,Extended,ContextB,67,187.9,0.58,0,0
Exp1,26,Extended,ContextB,68,188.48,1.38,0,0
Exp1,26,Extended,ContextB,69,189.86,5.48,0,0
Exp1,26,Extended,ContextB,70,195.34,21.84,0,0
Exp1,26,Extended,ContextB,71,217.18,11.41,0,0
Exp1,26,Extended,ContextB,72,228.59,2.57,0,0
Exp1,26,Extended,ContextB,73,231.16,14.47,0,0
Exp1,26,Extended,ContextB,74,245.63,17.14,0,0
Exp1,26,Extended,ContextB,75,262.77,4.91,0,0
Exp1,26,Extended,ContextB,76,267.68,12.13,0,0
Exp1,26,Extended,ContextB,77,279.81,1.39,0,0
Exp1,26,Extended,ContextB,78,281.2,16.9,0,0
Exp1,26,Extended,ContextB,79,298.1,13.27,0,0
Exp1,26,Extended,ContextB,80,311.37,8.15,0,0
Exp1,26,Extended,ContextB,81,319.52,3.33,0,0
Exp1,26,Extended,ContextB,82,322.85,9.41,0,0
Exp1,26,Extended,ContextB,83,332.26,2.12,0,0
Exp1,26,Extended,ContextB,84,334.38,2.18,0,0
Exp1,26,Extended,ContextB,85,336.56,6.45,0,0
Exp1,26,Extended,ContextB,86,343.01,53.11,0,0
Exp1,26,Extended,ContextB,87,396.12,162.64,0,0
Exp1,26,Extended,ContextB,88,558.76,4.51,0,0
Exp1,26,Extended,ContextB,89,563.27,34.35,0,0
Exp1,26,Extended,ContextB,90,597.62,2.38,0,1
Exp1,27,Extended,ContextB,1,0,3.15,0,0
Exp1,27,Extended,ContextB,2,3.15,3.04,0,0
Exp1,27,Extended,ContextB,3,6.19,5.02,0,0
Exp1,27,Extended,ContextB,4,11.21,3.8,0,0
Exp1,27,Extended,ContextB,5,15.01,0.83,0,0
Exp1,27,Extended,ContextB,6,15.84,1.58,0,0
Exp1,27,Extended,ContextB,7,17.42,2.05,0,0
Exp1,27,Extended,ContextB,8,19.47,0.69,0,0
Exp1,27,Extended,ContextB,9,20.16,0.54,0,0
Exp1,27,Extended,ContextB,10,20.7,0.44,0,0
Exp1,27,Extended,ContextB,11,21.14,2.96,0,0
Exp1,27,Extended,ContextB,12,24.1,0.55,0,0
Exp1,27,Extended,ContextB,13,24.65,7.04,0,0
Exp1,27,Extended,ContextB,14,31.69,0.82,0,0
Exp1,27,Extended,ContextB,15,32.51,0.87,0,0
Exp1,27,Extended,ContextB,16,33.38,4.6,0,0
Exp1,27,Extended,ContextB,17,37.98,0.81,0,0
Exp1,27,Extended,ContextB,18,38.79,4.46,0,0
Exp1,27,Extended,ContextB,19,43.25,2.17,0,0
Exp1,27,Extended,ContextB,20,45.42,2.2,0,0
Exp1,27,Extended,ContextB,21,47.62,0.81,0,0
Exp1,27,Extended,ContextB,22,48.43,0.12,0,0
Exp1,27,Extended,ContextB,23,48.55,7.1,0,0
Exp1,27,Extended,ContextB,24,55.65,0.83,0,0
Exp1,27,Extended,ContextB,25,56.48,12.01,0,0
Exp1,27,Extended,ContextB,26,68.49,2.71,0,0
Exp1,27,Extended,ContextB,27,71.2,2.14,0,0
Exp1,27,Extended,ContextB,28,73.34,0.89,0,0
Exp1,27,Extended,ContextB,29,74.23,3.11,0,0
Exp1,27,Extended,ContextB,30,77.34,9.47,0,0
Exp1,27,Extended,ContextB,31,86.81,5.36,0,0
Exp1,27,Extended,ContextB,32,92.17,14.24,0,0
Exp1,27,Extended,ContextB,33,106.41,1.47,0,0
Exp1,27,Extended,ContextB,34,107.88,1.54,0,0
Exp1,27,Extended,ContextB,35,109.42,8.64,0,0
Exp1,27,Extended,ContextB,36,118.06,5.69,0,0
Exp1,27,Extended,ContextB,37,123.75,5.75,0,0
Exp1,27,Extended,ContextB,38,129.5,17.15,0,0
Exp1,27,Extended,ContextB,39,146.65,5.35,0,0
Exp1,27,Extended,ContextB,40,152,6.01,0,0
Exp1,27,Extended,ContextB,41,158.01,3.63,0,0
Exp1,27,Extended,ContextB,42,161.64,1.37,0,0
Exp1,27,Extended,ContextB,43,163.01,0.75,0,0
Exp1,27,Extended,ContextB,44,163.76,1.65,0,0
Exp1,27,Extended,ContextB,45,165.41,0.32,0,0
Exp1,27,Extended,ContextB,46,165.73,1.45,0,0
Exp1,27,Extended,ContextB,47,167.18,0.65,0,0
Exp1,27,Extended,ContextB,48,167.83,2.12,0,0
Exp1,27,Extended,ContextB,49,169.95,18.97,0,0
Exp1,27,Extended,ContextB,50,188.92,3.77,0,0
Exp1,27,Extended,ContextB,51,192.69,0.16,0,0
Exp1,27,Extended,ContextB,52,192.85,0.85,0,0
Exp1,27,Extended,ContextB,53,193.7,0.65,0,0
Exp1,27,Extended,ContextB,54,194.35,1.24,0,0
Exp1,27,Extended,ContextB,55,195.59,0.44,0,0
Exp1,27,Extended,ContextB,56,196.03,1.88,0,0
Exp1,27,Extended,ContextB,57,197.91,24.29,0,0
Exp1,27,Extended,ContextB,58,222.2,24.46,0,0
Exp1,27,Extended,ContextB,59,246.66,0.68,0,0
Exp1,27,Extended,ContextB,60,247.34,21.14,0,0
Exp1,27,Extended,ContextB,61,268.48,75.31,0,0
Exp1,27,Extended,ContextB,62,343.79,0.99,0,0
Exp1,27,Extended,ContextB,63,344.78,28.66,0,0
Exp1,27,Extended,ContextB,64,373.44,3.33,0,0
Exp1,27,Extended,ContextB,65,376.77,0.37,0,0
Exp1,27,Extended,ContextB,66,377.14,18.33,0,0
Exp1,27,Extended,ContextB,67,395.47,1.55,0,0
Exp1,27,Extended,ContextB,68,397.02,27.24,0,0
Exp1,27,Extended,ContextB,69,424.26,0.12,0,0
Exp1,27,Extended,ContextB,70,424.38,2.87,0,0
Exp1,27,Extended,ContextB,71,427.25,0.48,0,0
Exp1,27,Extended,ContextB,72,427.73,91.06,0,0
Exp1,27,Extended,ContextB,73,518.79,0.62,0,0
Exp1,27,Extended,ContextB,74,519.41,1.23,0,0
Exp1,27,Extended,ContextB,75,520.64,1.75,0,0
Exp1,27,Extended,ContextB,76,522.39,3.92,0,0
Exp1,27,Extended,ContextB,77,526.31,1.24,0,0
Exp1,27,Extended,ContextB,78,527.55,0.25,0,0
Exp1,27,Extended,ContextB,79,527.8,15.98,0,0
Exp1,27,Extended,ContextB,80,543.78,1.25,0,0
Exp1,27,Extended,ContextB,81,545.03,54.97,0,1
Exp1,28,Extended,ContextB,1,0,25.44,0,0
Exp1,28,Extended,ContextB,2,25.44,2.5,0,0
Exp1,28,Extended,ContextB,3,27.94,0.66,0,0
Exp1,28,Extended,ContextB,4,28.6,0.73,0,0
Exp1,28,Extended,ContextB,5,29.33,1.63,0,0
Exp1,28,Extended,ContextB,6,30.96,0.19,0,0
Exp1,28,Extended,ContextB,7,31.15,0.77,0,0
Exp1,28,Extended,ContextB,8,31.92,6.91,0,0
Exp1,28,Extended,ContextB,9,38.83,5.72,0,0
Exp1,28,Extended,ContextB,10,44.55,2.43,0,0
Exp1,28,Extended,ContextB,11,46.98,1.61,0,0
Exp1,28,Extended,ContextB,12,48.59,3.25,0,0
Exp1,28,Extended,ContextB,13,51.84,0.55,0,0
Exp1,28,Extended,ContextB,14,52.39,0.35,0,0
Exp1,28,Extended,ContextB,15,52.74,0.5,0,0
Exp1,28,Extended,ContextB,16,53.24,0.84,0,0
Exp1,28,Extended,ContextB,17,54.08,1.88,0,0
Exp1,28,Extended,ContextB,18,55.96,0.27,0,0
Exp1,28,Extended,ContextB,19,56.23,5.9,0,0
Exp1,28,Extended,ContextB,20,62.13,15.29,0,0
Exp1,28,Extended,ContextB,21,77.42,0.8,0,0
Exp1,28,Extended,ContextB,22,78.22,0.28,0,0
Exp1,28,Extended,ContextB,23,78.5,0.39,0,0
Exp1,28,Extended,ContextB,24,78.89,2.3,0,0
Exp1,28,Extended,ContextB,25,81.19,1.52,0,0
Exp1,28,Extended,ContextB,26,82.71,4.4,0,0
Exp1,28,Extended,ContextB,27,87.11,0.63,0,0
Exp1,28,Extended,ContextB,28,87.74,0.26,0,0
Exp1,28,Extended,ContextB,29,88,2.49,0,0
Exp1,28,Extended,ContextB,30,90.49,2.15,0,0
Exp1,28,Extended,ContextB,31,92.64,0.6,0,0
Exp1,28,Extended,ContextB,32,93.24,11.42,0,0
Exp1,28,Extended,ContextB,33,104.66,1.09,0,0
Exp1,28,Extended,ContextB,34,105.75,11.18,0,0
Exp1,28,Extended,ContextB,35,116.93,3.79,0,0
Exp1,28,Extended,ContextB,36,120.72,3.72,0,0
Exp1,28,Extended,ContextB,37,124.44,3.82,0,0
Exp1,28,Extended,ContextB,38,128.26,3.74,0,0
Exp1,28,Extended,ContextB,39,132,2.41,0,0
Exp1,28,Extended,ContextB,40,134.41,14.07,0,0
Exp1,28,Extended,ContextB,41,148.48,13.85,0,0
Exp1,28,Extended,ContextB,42,162.33,16.61,0,0
Exp1,28,Extended,ContextB,43,178.94,12.19,0,0
Exp1,28,Extended,ContextB,44,191.13,3.34,0,0
Exp1,28,Extended,ContextB,45,194.47,16.05,0,0
Exp1,28,Extended,ContextB,46,210.52,3.47,0,0
Exp1,28,Extended,ContextB,47,213.99,1.31,0,0
Exp1,28,Extended,ContextB,48,215.3,10.4,0,0
Exp1,28,Extended,ContextB,49,225.7,18.07,0,0
Exp1,28,Extended,ContextB,50,243.77,8.12,0,0
Exp1,28,Extended,ContextB,51,251.89,2.88,0,0
Exp1,28,Extended,ContextB,52,254.77,0.14,0,0
Exp1,28,Extended,ContextB,53,254.91,4.61,0,0
Exp1,28,Extended,ContextB,54,259.52,14.46,0,0
Exp1,28,Extended,ContextB,55,273.98,6.15,0,0
Exp1,28,Extended,ContextB,56,280.13,1.69,0,0
Exp1,28,Extended,ContextB,57,281.82,2.51,0,0
Exp1,28,Extended,ContextB,58,284.33,18.22,0,0
Exp1,28,Extended,ContextB,59,302.55,1.71,0,0
Exp1,28,Extended,ContextB,60,304.26,0.21,0,0
Exp1,28,Extended,ContextB,61,304.47,0.29,0,0
Exp1,28,Extended,ContextB,62,304.76,0.64,0,0
Exp1,28,Extended,ContextB,63,305.4,1.02,0,0
Exp1,28,Extended,ContextB,64,306.42,1.34,0,0
Exp1,28,Extended,ContextB,65,307.76,4.08,0,0
Exp1,28,Extended,ContextB,66,311.84,0.7,0,0
Exp1,28,Extended,ContextB,67,312.54,13.23,0,0
Exp1,28,Extended,ContextB,68,325.77,8.85,0,0
Exp1,28,Extended,ContextB,69,334.62,2.65,0,0
Exp1,28,Extended,ContextB,70,337.27,4.41,0,0
Exp1,28,Extended,ContextB,71,341.68,2.12,0,0
Exp1,28,Extended,ContextB,72,343.8,3.69,0,0
Exp1,28,Extended,ContextB,73,347.49,3.64,0,0
Exp1,28,Extended,ContextB,74,351.13,5.91,0,0
Exp1,28,Extended,ContextB,75,357.04,6.09,0,0
Exp1,28,Extended,ContextB,76,363.13,0.41,0,0
Exp1,28,Extended,ContextB,77,363.54,1.51,0,0
Exp1,28,Extended,ContextB,78,365.05,2.54,0,0
Exp1,28,Extended,ContextB,79,367.59,1.53,0,0
Exp1,28,Extended,ContextB,80,369.12,0.35,0,0
Exp1,28,Extended,ContextB,81,369.47,0.66,0,0
Exp1,28,Extended,ContextB,82,370.13,4.49,0,0
Exp1,28,Extended,ContextB,83,374.62,1.07,0,0
Exp1,28,Extended,ContextB,84,375.69,0.69,0,0
Exp1,28,Extended,ContextB,85,376.38,0.17,0,0
Exp1,28,Extended,ContextB,86,376.55,3.52,0,0
Exp1,28,Extended,ContextB,87,380.07,8.63,0,0
Exp1,28,Extended,ContextB,88,388.7,5.4,0,0
Exp1,28,Extended,ContextB,89,394.1,0.65,0,0
Exp1,28,Extended,ContextB,90,394.75,2.45,0,0
Exp1,28,Extended,ContextB,91,397.2,0.68,0,0
Exp1,28,Extended,ContextB,92,397.88,27.65,0,0
Exp1,28,Extended,ContextB,93,425.53,2.08,0,0
Exp1,28,Extended,ContextB,94,427.61,0.13,0,0
Exp1,28,Extended,ContextB,95,427.74,1.05,0,0
Exp1,28,Extended,ContextB,96,428.79,49.43,0,0
Exp1,28,Extended,ContextB,97,478.22,0.62,0,0
Exp1,28,Extended,ContextB,98,478.84,23.98,0,0
Exp1,28,Extended,ContextB,99,502.82,0.15,0,0
Exp1,28,Extended,ContextB,100,502.97,27.3,0,0
Exp1,28,Extended,ContextB,101,530.27,1.32,0,0
Exp1,28,Extended,ContextB,102,531.59,2.22,0,0
Exp1,28,Extended,ContextB,103,533.81,0.29,0,0
Exp1,28,Extended,ContextB,104,534.1,8.17,0,0
Exp1,28,Extended,ContextB,105,542.27,1.47,0,0
Exp1,28,Extended,ContextB,106,543.74,8.64,0,0
Exp1,28,Extended,ContextB,107,552.38,11.78,0,0
Exp1,28,Extended,ContextB,108,564.16,0.48,0,0
Exp1,28,Extended,ContextB,109,564.64,10.8,0,0
Exp1,28,Extended,ContextB,110,575.44,0.39,0,0
Exp1,28,Extended,ContextB,111,575.83,21.82,0,0
Exp1,28,Extended,ContextB,112,597.65,2.35,0,1
Exp1,29,Extended,ContextB,1,0,7.61,0,0
Exp1,29,Extended,ContextB,2,7.61,5.07,0,0
Exp1,29,Extended,ContextB,3,12.68,5.49,0,0
Exp1,29,Extended,ContextB,4,18.17,1.56,0,0
Exp1,29,Extended,ContextB,5,19.73,1.13,0,0
Exp1,29,Extended,ContextB,6,20.86,7.31,0,0
Exp1,29,Extended,ContextB,7,28.17,15.73,0,0
Exp1,29,Extended,ContextB,8,43.9,1.5,0,0
Exp1,29,Extended,ContextB,9,45.4,6.12,0,0
Exp1,29,Extended,ContextB,10,51.52,1.39,0,0
Exp1,29,Extended,ContextB,11,52.91,0.52,0,0
Exp1,29,Extended,ContextB,12,53.43,1.44,0,0
Exp1,29,Extended,ContextB,13,54.87,0.22,0,0
Exp1,29,Extended,ContextB,14,55.09,1.45,0,0
Exp1,29,Extended,ContextB,15,56.54,0.27,0,0
Exp1,29,Extended,ContextB,16,56.81,0.24,0,0
Exp1,29,Extended,ContextB,17,57.05,0.77,0,0
Exp1,29,Extended,ContextB,18,57.82,9.88,0,0
Exp1,29,Extended,ContextB,19,67.7,6.99,0,0
Exp1,29,Extended,ContextB,20,74.69,0.87,0,0
Exp1,29,Extended,ContextB,21,75.56,0.84,0,0
Exp1,29,Extended,ContextB,22,76.4,0.73,0,0
Exp1,29,Extended,ContextB,23,77.13,1.96,0,0
Exp1,29,Extended,ContextB,24,79.09,6.77,0,0
Exp1,29,Extended,ContextB,25,85.86,2.77,0,0
Exp1,29,Extended,ContextB,26,88.63,4.89,0,0
Exp1,29,Extended,ContextB,27,93.52,0.82,0,0
Exp1,29,Extended,ContextB,28,94.34,28.1,0,0
Exp1,29,Extended,ContextB,29,122.44,1.39,0,0
Exp1,29,Extended,ContextB,30,123.83,5.5,0,0
Exp1,29,Extended,ContextB,31,129.33,1.47,0,0
Exp1,29,Extended,ContextB,32,130.8,1.34,0,0
Exp1,29,Extended,ContextB,33,132.14,3.35,0,0
Exp1,29,Extended,ContextB,34,135.49,1.02,0,0
Exp1,29,Extended,ContextB,35,136.51,23.4,0,0
Exp1,29,Extended,ContextB,36,159.91,4.35,0,0
Exp1,29,Extended,ContextB,37,164.26,2.99,0,0
Exp1,29,Extended,ContextB,38,167.25,2.82,0,0
Exp1,29,Extended,ContextB,39,170.07,0.9,0,0
Exp1,29,Extended,ContextB,40,170.97,12.76,0,0
Exp1,29,Extended,ContextB,41,183.73,10.93,0,0
Exp1,29,Extended,ContextB,42,194.66,0.89,0,0
Exp1,29,Extended,ContextB,43,195.55,1.12,0,0
