subject,analyze,Condition,Session,response_n,irt_n,StartTimeOfResponse,IRT,rnf_in_IRI,ReinforcerCutOFF
30,include,noUnpaired,Test,42,41,308.87,0.83,0,0
30,include,noUnpaired,Test,43,42,309.22,0.35,0,0
30,include,noUnpaired,Test,44,43,311.85,2.63,0,0
30,include,noUnpaired,Test,45,44,313.86,2.01,0,0
30,include,noUnpaired,Test,46,45,318.93,5.07,0,0
30,include,noUnpaired,Test,47,46,319.62,0.69,0,0
30,include,noUnpaired,Test,48,47,322.96,3.34,0,0
30,include,noUnpaired,Test,49,48,323.62,0.66,0,0
30,include,noUnpaired,Test,50,49,371.14,47.52,0,0
30,include,noUnpaired,Test,51,50,371.82,0.68,0,0
30,include,noUnpaired,Test,52,51,384.55,12.73,0,0
30,include,noUnpaired,Test,53,52,384.99,0.44,0,0
30,include,noUnpaired,Test,54,53,442.02,57.03,0,0
30,include,noUnpaired,Test,55,54,449.11,7.09,0,0
30,include,noUnpaired,Test,56,55,451.47,2.36,0,0
30,include,noUnpaired,Test,57,56,456.22,4.75,0,0
30,include,noUnpaired,Test,58,57,456.52,0.3,0,0
30,include,noUnpaired,Test,59,58,457.91,1.39,0,0
30,include,noUnpaired,Test,60,59,478.83,20.92,0,0
30,include,noUnpaired,Test,61,60,479.53,0.7,0,0
30,include,noUnpaired,Test,62,61,482.83,3.3,0,0
30,include,noUnpaired,Test,63,62,484.09,1.26,0,0
30,include,noUnpaired,Test,64,63,484.49,0.4,0,0
30,include,noUnpaired,Test,65,64,492.4,7.91,0,0
30,include,noUnpaired,Test,66,65,493.53,1.13,0,0
30,include,noUnpaired,Test,67,66,495.69,2.16,0,0
30,include,noUnpaired,Test,68,67,497.04,1.35,0,0
30,include,noUnpaired,Test,69,68,498.05,1.01,0,0
30,include,noUnpaired,Test,70,69,498.5,0.45,0,0
30,include,noUnpaired,Test,71,70,503.57,5.07,0,0
30,include,noUnpaired,Test,72,71,506.5,2.93,0,0
30,include,noUnpaired,Test,73,72,507.39,0.89,0,0
30,include,noUnpaired,Test,74,73,508.75,1.36,0,0
30,include,noUnpaired,Test,75,74,509.09,0.34,0,0
30,include,noUnpaired,Test,76,75,509.38,0.29,0,0
30,include,noUnpaired,Test,77,76,531.34,21.96,0,0
30,include,noUnpaired,Test,78,77,551.32,19.98,0,0
30,include,noUnpaired,Test,79,78,551.74,0.42,0,0
30,include,noUnpaired,Test,80,79,553.73,1.99,0,0
30,include,noUnpaired,Test,81,80,554.84,1.11,0,0
30,include,noUnpaired,Test,82,81,572.95,18.11,0,0
30,include,noUnpaired,Test,82,82,572.95,27.05,0,1
7,exclude,noPaired,Test,1,0,23.15,0,0,0
7,exclude,noPaired,Test,2,1,29.99,6.84,0,0
7,exclude,noPaired,Test,3,2,35.11,5.12,0,0
7,exclude,noPaired,Test,4,3,36.15,1.04,0,0
7,exclude,noPaired,Test,5,4,39.64,3.49,0,0
7,exclude,noPaired,Test,6,5,40.78,1.14,0,0
7,exclude,noPaired,Test,7,6,42.34,1.56,0,0
7,exclude,noPaired,Test,8,7,44.88,2.54,0,0
7,exclude,noPaired,Test,9,8,45.72,0.84,0,0
7,exclude,noPaired,Test,10,9,47.37,1.65,0,0
7,exclude,noPaired,Test,11,10,48.17,0.8,0,0
7,exclude,noPaired,Test,12,11,51.42,3.25,0,0
7,exclude,noPaired,Test,13,12,51.96,0.54,0,0
7,exclude,noPaired,Test,14,13,53.63,1.67,0,0
7,exclude,noPaired,Test,15,14,72.39,18.76,0,0
7,exclude,noPaired,Test,16,15,74.19,1.8,0,0
7,exclude,noPaired,Test,17,16,74.78,0.59,0,0
7,exclude,noPaired,Test,18,17,76.71,1.93,0,0
7,exclude,noPaired,Test,19,18,82.12,5.41,0,0
7,exclude,noPaired,Test,20,19,82.6,0.48,0,0
7,exclude,noPaired,Test,21,20,82.73,0.13,0,0
7,exclude,noPaired,Test,22,21,83.17,0.44,0,0
7,exclude,noPaired,Test,23,22,85.34,2.17,0,0
7,exclude,noPaired,Test,24,23,86.6,1.26,0,0
7,exclude,noPaired,Test,25,24,97.21,10.61,0,0
7,exclude,noPaired,Test,26,25,98.25,1.04,0,0
7,exclude,noPaired,Test,27,26,99.71,1.46,0,0
7,exclude,noPaired,Test,28,27,100.18,0.47,0,0
7,exclude,noPaired,Test,29,28,122.8,22.62,0,0
7,exclude,noPaired,Test,30,29,124.58,1.78,0,0
7,exclude,noPaired,Test,31,30,217.85,93.27,0,0
7,exclude,noPaired,Test,32,31,222.53,4.68,0,0
7,exclude,noPaired,Test,33,32,223.21,0.68,0,0
7,exclude,noPaired,Test,34,33,224.41,1.2,0,0
7,exclude,noPaired,Test,35,34,224.82,0.41,0,0
7,exclude,noPaired,Test,36,35,234.01,9.19,0,0
7,exclude,noPaired,Test,37,36,234.99,0.98,0,0
7,exclude,noPaired,Test,38,37,235.23,0.24,0,0
7,exclude,noPaired,Test,39,38,238.67,3.44,0,0
7,exclude,noPaired,Test,40,39,240.54,1.87,0,0
7,exclude,noPaired,Test,41,40,241.47,0.93,0,0
7,exclude,noPaired,Test,42,41,241.59,0.12,0,0
7,exclude,noPaired,Test,43,42,241.83,0.24,0,0
7,exclude,noPaired,Test,44,43,242.49,0.66,0,0
7,exclude,noPaired,Test,45,44,256.93,14.44,0,0
7,exclude,noPaired,Test,46,45,257.57,0.64,0,0
7,exclude,noPaired,Test,47,46,259.83,2.26,0,0
7,exclude,noPaired,Test,48,47,260.39,0.56,0,0
7,exclude,noPaired,Test,49,48,260.87,0.48,0,0
7,exclude,noPaired,Test,50,49,261.37,0.5,0,0
7,exclude,noPaired,Test,51,50,261.62,0.25,0,0
7,exclude,noPaired,Test,52,51,262.65,1.03,0,0
7,exclude,noPaired,Test,53,52,293.72,31.07,0,0
7,exclude,noPaired,Test,54,53,296.9,3.18,0,0
7,exclude,noPaired,Test,55,54,367.42,70.52,0,0
7,exclude,noPaired,Test,56,55,370.55,3.13,0,0
7,exclude,noPaired,Test,57,56,372.09,1.54,0,0
7,exclude,noPaired,Test,58,57,375.55,3.46,0,0
7,exclude,noPaired,Test,59,58,376.1,0.55,0,0
7,exclude,noPaired,Test,60,59,376.39,0.29,0,0
7,exclude,noPaired,Test,61,60,377.07,0.68,0,0
7,exclude,noPaired,Test,62,61,377.45,0.38,0,0
7,exclude,noPaired,Test,63,62,397.78,20.33,0,0
7,exclude,noPaired,Test,64,63,401.12,3.34,0,0
7,exclude,noPaired,Test,65,64,402.08,0.96,0,0
7,exclude,noPaired,Test,66,65,402.64,0.56,0,0
7,exclude,noPaired,Test,67,66,404.37,1.73,0,0
7,exclude,noPaired,Test,68,67,408.71,4.34,0,0
7,exclude,noPaired,Test,69,68,411.05,2.34,0,0
7,exclude,noPaired,Test,70,69,411.37,0.32,0,0
7,exclude,noPaired,Test,71,70,441.68,30.31,0,0
7,exclude,noPaired,Test,72,71,442.69,1.01,0,0
7,exclude,noPaired,Test,73,72,443,0.31,0,0
7,exclude,noPaired,Test,74,73,451.58,8.58,0,0
7,exclude,noPaired,Test,75,74,452.01,0.43,0,0
7,exclude,noPaired,Test,76,75,474.49,22.48,0,0
7,exclude,noPaired,Test,77,76,488.69,14.2,0,0
7,exclude,noPaired,Test,78,77,489.87,1.18,0,0
7,exclude,noPaired,Test,79,78,490.18,0.31,0,0
7,exclude,noPaired,Test,80,79,490.72,0.54,0,0
7,exclude,noPaired,Test,81,80,491.12,0.4,0,0
7,exclude,noPaired,Test,82,81,492.59,1.47,0,0
7,exclude,noPaired,Test,83,82,493.11,0.52,0,0
7,exclude,noPaired,Test,84,83,493.38,0.27,0,0
7,exclude,noPaired,Test,85,84,529,35.62,0,0
7,exclude,noPaired,Test,86,85,546.08,17.08,0,0
7,exclude,noPaired,Test,87,86,546.7,0.62,0,0
7,exclude,noPaired,Test,88,87,576.11,29.41,0,0
7,exclude,noPaired,Test,89,88,576.52,0.41,0,0
7,exclude,noPaired,Test,90,89,578.59,2.07,0,0
7,exclude,noPaired,Test,91,90,580.52,1.93,0,0
7,exclude,noPaired,Test,92,91,580.94,0.42,0,0
7,exclude,noPaired,Test,93,92,581.39,0.45,0,0
7,exclude,noPaired,Test,94,93,581.55,0.16,0,0
7,exclude,noPaired,Test,95,94,584.96,3.41,0,0
7,exclude,noPaired,Test,95,95,584.96,15.04,0,1
15,include,pfUnpaired,Test,1,0,1.09,0,0,0
15,include,pfUnpaired,Test,2,1,38.96,37.87,0,0
15,include,pfUnpaired,Test,3,2,57.05,18.09,0,0
15,include,pfUnpaired,Test,4,3,70.29,13.24,0,0
15,include,pfUnpaired,Test,5,4,87.89,17.6,0,0
15,include,pfUnpaired,Test,6,5,89.34,1.45,0,0
15,include,pfUnpaired,Test,7,6,90.28,0.94,0,0
15,include,pfUnpaired,Test,8,7,119.93,29.65,0,0
15,include,pfUnpaired,Test,9,8,120.8,0.87,0,0
15,include,pfUnpaired,Test,10,9,125.24,4.44,0,0
15,include,pfUnpaired,Test,11,10,159.86,34.62,0,0
15,include,pfUnpaired,Test,12,11,193.91,34.05,0,0
15,include,pfUnpaired,Test,13,12,195.95,2.04,0,0
15,include,pfUnpaired,Test,14,13,212.88,16.93,0,0
15,include,pfUnpaired,Test,15,14,233.7,20.82,0,0
15,include,pfUnpaired,Test,16,15,234.43,0.73,0,0
15,include,pfUnpaired,Test,17,16,235.18,0.75,0,0
15,include,pfUnpaired,Test,18,17,240.22,5.04,0,0
15,include,pfUnpaired,Test,19,18,240.44,0.22,0,0
15,include,pfUnpaired,Test,20,19,242.6,2.16,0,0
15,include,pfUnpaired,Test,21,20,245.55,2.95,0,0
15,include,pfUnpaired,Test,22,21,245.81,0.26,0,0
15,include,pfUnpaired,Test,23,22,246.41,0.6,0,0
15,include,pfUnpaired,Test,24,23,292.27,45.86,0,0
15,include,pfUnpaired,Test,25,24,329.67,37.4,0,0
15,include,pfUnpaired,Test,26,25,330.41,0.74,0,0
15,include,pfUnpaired,Test,27,26,347.23,16.82,0,0
15,include,pfUnpaired,Test,28,27,347.78,0.55,0,0
15,include,pfUnpaired,Test,29,28,349.46,1.68,0,0
15,include,pfUnpaired,Test,30,29,349.75,0.29,0,0
15,include,pfUnpaired,Test,31,30,350.14,0.39,0,0
15,include,pfUnpaired,Test,32,31,362.57,12.43,0,0
15,include,pfUnpaired,Test,33,32,474.24,111.67,0,0
15,include,pfUnpaired,Test,34,33,550.75,76.51,0,0
15,include,pfUnpaired,Test,35,34,552.22,1.47,0,0
15,include,pfUnpaired,Test,35,35,552.22,47.78,0,1
23,include,noUnpaired,Test,1,0,0.97,0,0,0
23,include,noUnpaired,Test,2,1,1.33,0.36,0,0
23,include,noUnpaired,Test,3,2,2.07,0.74,0,0
23,include,noUnpaired,Test,4,3,3.05,0.98,0,0
23,include,noUnpaired,Test,5,4,4.09,1.04,0,0
23,include,noUnpaired,Test,6,5,4.61,0.52,0,0
23,include,noUnpaired,Test,7,6,6.23,1.62,0,0
23,include,noUnpaired,Test,8,7,7.65,1.42,0,0
23,include,noUnpaired,Test,9,8,8.76,1.11,0,0
23,include,noUnpaired,Test,10,9,10.48,1.72,0,0
23,include,noUnpaired,Test,11,10,10.9,0.42,0,0
23,include,noUnpaired,Test,12,11,13.63,2.73,0,0
23,include,noUnpaired,Test,13,12,14.67,1.04,0,0
23,include,noUnpaired,Test,14,13,15.46,0.79,0,0
23,include,noUnpaired,Test,15,14,16.22,0.76,0,0
23,include,noUnpaired,Test,16,15,16.97,0.75,0,0
23,include,noUnpaired,Test,17,16,46.37,29.4,0,0
23,include,noUnpaired,Test,18,17,47.3,0.93,0,0
23,include,noUnpaired,Test,19,18,48.04,0.74,0,0
23,include,noUnpaired,Test,20,19,48.97,0.93,0,0
23,include,noUnpaired,Test,21,20,49.32,0.35,0,0
23,include,noUnpaired,Test,22,21,49.73,0.41,0,0
23,include,noUnpaired,Test,23,22,50.8,1.07,0,0
23,include,noUnpaired,Test,24,23,51.46,0.66,0,0
23,include,noUnpaired,Test,25,24,51.61,0.15,0,0
23,include,noUnpaired,Test,26,25,52.41,0.8,0,0
23,include,noUnpaired,Test,27,26,53.71,1.3,0,0
23,include,noUnpaired,Test,28,27,54.06,0.35,0,0
23,include,noUnpaired,Test,29,28,57.85,3.79,0,0
23,include,noUnpaired,Test,30,29,58.67,0.82,0,0
23,include,noUnpaired,Test,31,30,61.63,2.96,0,0
23,include,noUnpaired,Test,32,31,62.55,0.92,0,0
23,include,noUnpaired,Test,33,32,69,6.45,0,0
23,include,noUnpaired,Test,34,33,69.18,0.18,0,0
23,include,noUnpaired,Test,35,34,82.3,13.12,0,0
23,include,noUnpaired,Test,36,35,83.4,1.1,0,0
23,include,noUnpaired,Test,37,36,83.88,0.48,0,0
23,include,noUnpaired,Test,38,37,84.23,0.35,0,0
23,include,noUnpaired,Test,39,38,84.74,0.51,0,0
23,include,noUnpaired,Test,40,39,86.11,1.37,0,0
23,include,noUnpaired,Test,41,40,86.58,0.47,0,0
23,include,noUnpaired,Test,42,41,86.77,0.19,0,0
23,include,noUnpaired,Test,43,42,89.31,2.54,0,0
23,include,noUnpaired,Test,44,43,90.17,0.86,0,0
23,include,noUnpaired,Test,45,44,90.9,0.73,0,0
23,include,noUnpaired,Test,46,45,93.49,2.59,0,0
23,include,noUnpaired,Test,47,46,109.08,15.59,0,0
23,include,noUnpaired,Test,48,47,118.58,9.5,0,0
23,include,noUnpaired,Test,49,48,122.23,3.65,0,0
23,include,noUnpaired,Test,50,49,124.24,2.01,0,0
23,include,noUnpaired,Test,51,50,125.31,1.07,0,0
23,include,noUnpaired,Test,52,51,125.94,0.63,0,0
23,include,noUnpaired,Test,53,52,126.25,0.31,0,0
23,include,noUnpaired,Test,54,53,144.6,18.35,0,0
23,include,noUnpaired,Test,55,54,145.26,0.66,0,0
23,include,noUnpaired,Test,56,55,145.56,0.3,0,0
23,include,noUnpaired,Test,57,56,146.06,0.5,0,0
23,include,noUnpaired,Test,58,57,146.93,0.87,0,0
23,include,noUnpaired,Test,59,58,148.16,1.23,0,0
23,include,noUnpaired,Test,60,59,149.31,1.15,0,0
23,include,noUnpaired,Test,61,60,150.18,0.87,0,0
23,include,noUnpaired,Test,62,61,150.6,0.42,0,0
23,include,noUnpaired,Test,63,62,151.77,1.17,0,0
23,include,noUnpaired,Test,64,63,152.13,0.36,0,0
23,include,noUnpaired,Test,65,64,152.46,0.33,0,0
23,include,noUnpaired,Test,66,65,174.6,22.14,0,0
23,include,noUnpaired,Test,67,66,175.32,0.72,0,0
23,include,noUnpaired,Test,68,67,175.72,0.4,0,0
23,include,noUnpaired,Test,69,68,176.03,0.31,0,0
23,include,noUnpaired,Test,70,69,176.67,0.64,0,0
23,include,noUnpaired,Test,71,70,178.39,1.72,0,0
23,include,noUnpaired,Test,72,71,179.25,0.86,0,0
23,include,noUnpaired,Test,73,72,181.52,2.27,0,0
23,include,noUnpaired,Test,74,73,181.85,0.33,0,0
23,include,noUnpaired,Test,75,74,182.08,0.23,0,0
23,include,noUnpaired,Test,76,75,182.76,0.68,0,0
23,include,noUnpaired,Test,77,76,184.08,1.32,0,0
23,include,noUnpaired,Test,78,77,184.39,0.31,0,0
23,include,noUnpaired,Test,79,78,184.84,0.45,0,0
23,include,noUnpaired,Test,80,79,187.95,3.11,0,0
23,include,noUnpaired,Test,81,80,202.43,14.48,0,0
23,include,noUnpaired,Test,82,81,202.83,0.4,0,0
23,include,noUnpaired,Test,83,82,203.93,1.1,0,0
23,include,noUnpaired,Test,84,83,211.13,7.2,0,0
23,include,noUnpaired,Test,85,84,211.57,0.44,0,0
23,include,noUnpaired,Test,86,85,211.76,0.19,0,0
23,include,noUnpaired,Test,87,86,212.78,1.02,0,0
23,include,noUnpaired,Test,88,87,213.28,0.5,0,0
23,include,noUnpaired,Test,89,88,215.35,2.07,0,0
23,include,noUnpaired,Test,90,89,215.87,0.52,0,0
23,include,noUnpaired,Test,91,90,216.55,0.68,0,0
23,include,noUnpaired,Test,92,91,216.98,0.43,0,0
23,include,noUnpaired,Test,93,92,217.94,0.96,0,0
23,include,noUnpaired,Test,94,93,259.69,41.75,0,0
23,include,noUnpaired,Test,95,94,260.2,0.51,0,0
23,include,noUnpaired,Test,96,95,260.34,0.14,0,0
23,include,noUnpaired,Test,97,96,260.54,0.2,0,0
23,include,noUnpaired,Test,98,97,261.12,0.58,0,0
23,include,noUnpaired,Test,99,98,263.14,2.02,0,0
23,include,noUnpaired,Test,100,99,274.18,11.04,0,0
23,include,noUnpaired,Test,101,100,274.61,0.43,0,0
23,include,noUnpaired,Test,102,101,274.94,0.33,0,0
23,include,noUnpaired,Test,103,102,285.88,10.94,0,0
23,include,noUnpaired,Test,104,103,287.93,2.05,0,0
23,include,noUnpaired,Test,105,104,294.41,6.48,0,0
23,include,noUnpaired,Test,106,105,295.17,0.76,0,0
23,include,noUnpaired,Test,107,106,305.12,9.95,0,0
23,include,noUnpaired,Test,108,107,305.28,0.16,0,0
23,include,noUnpaired,Test,109,108,305.59,0.31,0,0
23,include,noUnpaired,Test,110,109,305.83,0.24,0,0
23,include,noUnpaired,Test,111,110,306.09,0.26,0,0
23,include,noUnpaired,Test,112,111,306.25,0.16,0,0
23,include,noUnpaired,Test,113,112,306.69,0.44,0,0
23,include,noUnpaired,Test,114,113,324.28,17.59,0,0
23,include,noUnpaired,Test,115,114,324.59,0.31,0,0
23,include,noUnpaired,Test,116,115,324.75,0.16,0,0
23,include,noUnpaired,Test,117,116,325.84,1.09,0,0
23,include,noUnpaired,Test,118,117,326.15,0.31,0,0
23,include,noUnpaired,Test,119,118,333.67,7.52,0,0
23,include,noUnpaired,Test,120,119,333.85,0.18,0,0
23,include,noUnpaired,Test,121,120,335.36,1.51,0,0
23,include,noUnpaired,Test,122,121,335.68,0.32,0,0
23,include,noUnpaired,Test,123,122,336.16,0.48,0,0
23,include,noUnpaired,Test,124,123,336.6,0.44,0,0
23,include,noUnpaired,Test,125,124,336.76,0.16,0,0
23,include,noUnpaired,Test,126,125,337.53,0.77,0,0
23,include,noUnpaired,Test,127,126,338.19,0.66,0,0
23,include,noUnpaired,Test,128,127,350.14,11.95,0,0
23,include,noUnpaired,Test,129,128,350.58,0.44,0,0
23,include,noUnpaired,Test,130,129,358.45,7.87,0,0
23,include,noUnpaired,Test,131,130,359.14,0.69,0,0
23,include,noUnpaired,Test,132,131,359.28,0.14,0,0
23,include,noUnpaired,Test,133,132,361.37,2.09,0,0
23,include,noUnpaired,Test,134,133,361.99,0.62,0,0
23,include,noUnpaired,Test,135,134,379.41,17.42,0,0
23,include,noUnpaired,Test,136,135,379.61,0.2,0,0
23,include,noUnpaired,Test,137,136,380.15,0.54,0,0
23,include,noUnpaired,Test,138,137,380.29,0.14,0,0
23,include,noUnpaired,Test,139,138,380.57,0.28,0,0
23,include,noUnpaired,Test,140,139,381.17,0.6,0,0
23,include,noUnpaired,Test,141,140,445.71,64.54,0,0
23,include,noUnpaired,Test,142,141,453.23,7.52,0,0
23,include,noUnpaired,Test,143,142,457.66,4.43,0,0
23,include,noUnpaired,Test,144,143,457.77,0.11,0,0
23,include,noUnpaired,Test,145,144,458.09,0.32,0,0
23,include,noUnpaired,Test,146,145,458.27,0.18,0,0
23,include,noUnpaired,Test,147,146,474.04,15.77,0,0
23,include,noUnpaired,Test,148,147,474.32,0.28,0,0
23,include,noUnpaired,Test,149,148,495.24,20.92,0,0
23,include,noUnpaired,Test,150,149,495.44,0.2,0,0
23,include,noUnpaired,Test,151,150,495.59,0.15,0,0
23,include,noUnpaired,Test,152,151,502.12,6.53,0,0
23,include,noUnpaired,Test,153,152,502.36,0.24,0,0
23,include,noUnpaired,Test,154,153,507.83,5.47,0,0
23,include,noUnpaired,Test,155,154,508.64,0.81,0,0
23,include,noUnpaired,Test,156,155,509.2,0.56,0,0
23,include,noUnpaired,Test,157,156,509.47,0.27,0,0
23,include,noUnpaired,Test,158,157,509.94,0.47,0,0
23,include,noUnpaired,Test,159,158,510.52,0.58,0,0
23,include,noUnpaired,Test,160,159,511.54,1.02,0,0
23,include,noUnpaired,Test,161,160,515.26,3.72,0,0
23,include,noUnpaired,Test,162,161,515.92,0.66,0,0
23,include,noUnpaired,Test,163,162,534.78,18.86,0,0
23,include,noUnpaired,Test,164,163,536.29,1.51,0,0
23,include,noUnpaired,Test,165,164,536.7,0.41,0,0
23,include,noUnpaired,Test,166,165,537.1,0.4,0,0
23,include,noUnpaired,Test,167,166,537.51,0.41,0,0
23,include,noUnpaired,Test,168,167,538.31,0.8,0,0
23,include,noUnpaired,Test,169,168,539,0.69,0,0
23,include,noUnpaired,Test,170,169,539.72,0.72,0,0
23,include,noUnpaired,Test,171,170,540.85,1.13,0,0
23,include,noUnpaired,Test,172,171,542.53,1.68,0,0
23,include,noUnpaired,Test,173,172,545.28,2.75,0,0
23,include,noUnpaired,Test,174,173,545.46,0.18,0,0
23,include,noUnpaired,Test,175,174,545.63,0.17,0,0
23,include,noUnpaired,Test,176,175,546.05,0.42,0,0
23,include,noUnpaired,Test,177,176,546.88,0.83,0,0
23,include,noUnpaired,Test,178,177,549.89,3.01,0,0
23,include,noUnpaired,Test,179,178,550.41,0.52,0,0
23,include,noUnpaired,Test,180,179,585.55,35.14,0,0
23,include,noUnpaired,Test,181,180,586.2,0.65,0,0
23,include,noUnpaired,Test,182,181,586.54,0.34,0,0
23,include,noUnpaired,Test,183,182,586.69,0.15,0,0
23,include,noUnpaired,Test,184,183,593.19,6.5,0,0
23,include,noUnpaired,Test,184,184,593.19,6.81,0,1
31,exclude,pfPaired,Test,1,0,0.81,0,0,0
31,exclude,pfPaired,Test,2,1,78.61,77.8,0,0
31,exclude,pfPaired,Test,3,2,129.62,51.01,0,0
31,exclude,pfPaired,Test,4,3,450.95,321.33,0,0
31,exclude,pfPaired,Test,4,4,450.95,149.05,0,1
8,exclude,pfPaired,Test,1,0,32.36,0,0,0
8,exclude,pfPaired,Test,2,1,33.24,0.88,0,0
8,exclude,pfPaired,Test,3,2,33.85,0.61,0,0
8,exclude,pfPaired,Test,4,3,34.14,0.29,0,0
8,exclude,pfPaired,Test,5,4,34.83,0.69,0,0
8,exclude,pfPaired,Test,6,5,35.64,0.81,0,0
8,exclude,pfPaired,Test,7,6,63.22,27.58,0,0
8,exclude,pfPaired,Test,8,7,83.87,20.65,0,0
8,exclude,pfPaired,Test,9,8,84.5,0.63,0,0
8,exclude,pfPaired,Test,10,9,95.64,11.14,0,0
8,exclude,pfPaired,Test,11,10,108.4,12.76,0,0
8,exclude,pfPaired,Test,12,11,121.11,12.71,0,0
8,exclude,pfPaired,Test,13,12,133.5,12.39,0,0
8,exclude,pfPaired,Test,14,13,134.38,0.88,0,0
8,exclude,pfPaired,Test,15,14,134.81,0.43,0,0
8,exclude,pfPaired,Test,16,15,142.82,8.01,0,0
8,exclude,pfPaired,Test,17,16,149.82,7,0,0
8,exclude,pfPaired,Test,18,17,188.36,38.54,0,0
8,exclude,pfPaired,Test,19,18,188.75,0.39,0,0
8,exclude,pfPaired,Test,20,19,189.28,0.53,0,0
8,exclude,pfPaired,Test,21,20,191.54,2.26,0,0
8,exclude,pfPaired,Test,22,21,192.32,0.78,0,0
8,exclude,pfPaired,Test,23,22,214.58,22.26,0,0
8,exclude,pfPaired,Test,24,23,242.02,27.44,0,0
8,exclude,pfPaired,Test,25,24,242.47,0.45,0,0
8,exclude,pfPaired,Test,26,25,244.07,1.6,0,0
8,exclude,pfPaired,Test,27,26,244.39,0.32,0,0
8,exclude,pfPaired,Test,28,27,244.66,0.27,0,0
8,exclude,pfPaired,Test,29,28,253.94,9.28,0,0
8,exclude,pfPaired,Test,30,29,259.18,5.24,0,0
8,exclude,pfPaired,Test,31,30,270.45,11.27,0,0
8,exclude,pfPaired,Test,32,31,347.58,77.13,0,0
8,exclude,pfPaired,Test,33,32,348.31,0.73,0,0
8,exclude,pfPaired,Test,34,33,550.69,202.38,0,0
8,exclude,pfPaired,Test,34,34,550.69,49.31,0,1
16,include,noUnpaired,Test,1,0,62.64,0,0,0
16,include,noUnpaired,Test,2,1,62.93,0.29,0,0
16,include,noUnpaired,Test,3,2,63.07,0.14,0,0
16,include,noUnpaired,Test,4,3,63.35,0.28,0,0
16,include,noUnpaired,Test,5,4,64.5,1.15,0,0
16,include,noUnpaired,Test,6,5,64.75,0.25,0,0
16,include,noUnpaired,Test,7,6,65.49,0.74,0,0
16,include,noUnpaired,Test,8,7,65.7,0.21,0,0
16,include,noUnpaired,Test,9,8,69.41,3.71,0,0
16,include,noUnpaired,Test,10,9,69.99,0.58,0,0
16,include,noUnpaired,Test,11,10,70.15,0.16,0,0
16,include,noUnpaired,Test,12,11,70.33,0.18,0,0
16,include,noUnpaired,Test,13,12,70.7,0.37,0,0
16,include,noUnpaired,Test,14,13,70.91,0.21,0,0
16,include,noUnpaired,Test,15,14,71.94,1.03,0,0
16,include,noUnpaired,Test,16,15,72.18,0.24,0,0
16,include,noUnpaired,Test,17,16,72.43,0.25,0,0
16,include,noUnpaired,Test,18,17,72.7,0.27,0,0
16,include,noUnpaired,Test,19,18,85.82,13.12,0,0
16,include,noUnpaired,Test,20,19,86.26,0.44,0,0
16,include,noUnpaired,Test,21,20,87.16,0.9,0,0
16,include,noUnpaired,Test,22,21,112.29,25.13,0,0
16,include,noUnpaired,Test,23,22,112.85,0.56,0,0
16,include,noUnpaired,Test,24,23,113.04,0.19,0,0
16,include,noUnpaired,Test,25,24,113.21,0.17,0,0
16,include,noUnpaired,Test,26,25,171.01,57.8,0,0
16,include,noUnpaired,Test,27,26,171.78,0.77,0,0
16,include,noUnpaired,Test,28,27,304.47,132.69,0,0
16,include,noUnpaired,Test,29,28,304.99,0.52,0,0
16,include,noUnpaired,Test,30,29,305.37,0.38,0,0
16,include,noUnpaired,Test,31,30,306.84,1.47,0,0
16,include,noUnpaired,Test,32,31,307.17,0.33,0,0
16,include,noUnpaired,Test,33,32,310.28,3.11,0,0
16,include,noUnpaired,Test,34,33,310.84,0.56,0,0
16,include,noUnpaired,Test,35,34,310.98,0.14,0,0
16,include,noUnpaired,Test,36,35,311.89,0.91,0,0
16,include,noUnpaired,Test,37,36,312.11,0.22,0,0
16,include,noUnpaired,Test,38,37,312.73,0.62,0,0
16,include,noUnpaired,Test,39,38,313.34,0.61,0,0
16,include,noUnpaired,Test,40,39,314.01,0.67,0,0
16,include,noUnpaired,Test,41,40,314.8,0.79,0,0
16,include,noUnpaired,Test,42,41,314.92,0.12,0,0
16,include,noUnpaired,Test,43,42,316.09,1.17,0,0
16,include,noUnpaired,Test,44,43,316.4,0.31,0,0
16,include,noUnpaired,Test,45,44,319.23,2.83,0,0
16,include,noUnpaired,Test,46,45,323.84,4.61,0,0
16,include,noUnpaired,Test,47,46,324.71,0.87,0,0
16,include,noUnpaired,Test,48,47,325.19,0.48,0,0
16,include,noUnpaired,Test,49,48,325.36,0.17,0,0
16,include,noUnpaired,Test,50,49,329.3,3.94,0,0
16,include,noUnpaired,Test,51,50,329.91,0.61,0,0
16,include,noUnpaired,Test,52,51,330.09,0.18,0,0
16,include,noUnpaired,Test,53,52,330.26,0.17,0,0
16,include,noUnpaired,Test,54,53,330.62,0.36,0,0
16,include,noUnpaired,Test,55,54,331.22,0.6,0,0
16,include,noUnpaired,Test,56,55,332.73,1.51,0,0
16,include,noUnpaired,Test,57,56,333,0.27,0,0
16,include,noUnpaired,Test,58,57,333.2,0.2,0,0
16,include,noUnpaired,Test,59,58,333.56,0.36,0,0
16,include,noUnpaired,Test,60,59,333.85,0.29,0,0
16,include,noUnpaired,Test,61,60,334.79,0.94,0,0
16,include,noUnpaired,Test,62,61,336.25,1.46,0,0
16,include,noUnpaired,Test,63,62,336.64,0.39,0,0
