subject,analyze,Condition,Session,response_n,irt_n,StartTimeOfResponse,IRT,rnf_in_IRI,ReinforcerCutOFF
18,include,noUnpaired,Test,44,43,293.98,0.71,0,0
18,include,noUnpaired,Test,45,44,294.6,0.62,0,0
18,include,noUnpaired,Test,46,45,295.97,1.37,0,0
18,include,noUnpaired,Test,47,46,297.85,1.88,0,0
18,include,noUnpaired,Test,48,47,299.93,2.08,0,0
18,include,noUnpaired,Test,49,48,300.1,0.17,0,0
18,include,noUnpaired,Test,50,49,300.37,0.27,0,0
18,include,noUnpaired,Test,51,50,325.47,25.1,0,0
18,include,noUnpaired,Test,52,51,327.77,2.3,0,0
18,include,noUnpaired,Test,53,52,329.39,1.62,0,0
18,include,noUnpaired,Test,54,53,330.11,0.72,0,0
18,include,noUnpaired,Test,55,54,330.89,0.78,0,0
18,include,noUnpaired,Test,56,55,332.86,1.97,0,0
18,include,noUnpaired,Test,57,56,334.96,2.1,0,0
18,include,noUnpaired,Test,58,57,337.22,2.26,0,0
18,include,noUnpaired,Test,59,58,338.89,1.67,0,0
18,include,noUnpaired,Test,60,59,339.34,0.45,0,0
18,include,noUnpaired,Test,61,60,340.51,1.17,0,0
18,include,noUnpaired,Test,62,61,355.28,14.77,0,0
18,include,noUnpaired,Test,63,62,356.43,1.15,0,0
18,include,noUnpaired,Test,64,63,357.4,0.97,0,0
18,include,noUnpaired,Test,65,64,377.36,19.96,0,0
18,include,noUnpaired,Test,66,65,409.56,32.2,0,0
18,include,noUnpaired,Test,67,66,411.38,1.82,0,0
18,include,noUnpaired,Test,68,67,412.38,1,0,0
18,include,noUnpaired,Test,69,68,413.28,0.9,0,0
18,include,noUnpaired,Test,70,69,415.4,2.12,0,0
18,include,noUnpaired,Test,71,70,416.16,0.76,0,0
18,include,noUnpaired,Test,72,71,419.41,3.25,0,0
18,include,noUnpaired,Test,73,72,419.96,0.55,0,0
18,include,noUnpaired,Test,74,73,420.65,0.69,0,0
18,include,noUnpaired,Test,75,74,422.17,1.52,0,0
18,include,noUnpaired,Test,76,75,422.95,0.78,0,0
18,include,noUnpaired,Test,77,76,423.41,0.46,0,0
18,include,noUnpaired,Test,78,77,424.92,1.51,0,0
18,include,noUnpaired,Test,79,78,425.69,0.77,0,0
18,include,noUnpaired,Test,80,79,425.88,0.19,0,0
18,include,noUnpaired,Test,81,80,426.56,0.68,0,0
18,include,noUnpaired,Test,82,81,429.11,2.55,0,0
18,include,noUnpaired,Test,83,82,430.33,1.22,0,0
18,include,noUnpaired,Test,84,83,433.35,3.02,0,0
18,include,noUnpaired,Test,85,84,434.9,1.55,0,0
18,include,noUnpaired,Test,86,85,437.31,2.41,0,0
18,include,noUnpaired,Test,87,86,437.66,0.35,0,0
18,include,noUnpaired,Test,88,87,463.41,25.75,0,0
18,include,noUnpaired,Test,89,88,463.88,0.47,0,0
18,include,noUnpaired,Test,90,89,470.87,6.99,0,0
18,include,noUnpaired,Test,91,90,473.93,3.06,0,0
18,include,noUnpaired,Test,92,91,474.52,0.59,0,0
18,include,noUnpaired,Test,93,92,475.15,0.63,0,0
18,include,noUnpaired,Test,94,93,476.55,1.4,0,0
18,include,noUnpaired,Test,95,94,487.29,10.74,0,0
18,include,noUnpaired,Test,96,95,489.72,2.43,0,0
18,include,noUnpaired,Test,97,96,492.13,2.41,0,0
18,include,noUnpaired,Test,98,97,492.6,0.47,0,0
18,include,noUnpaired,Test,99,98,511.97,19.37,0,0
18,include,noUnpaired,Test,100,99,515.33,3.36,0,0
18,include,noUnpaired,Test,101,100,516.76,1.43,0,0
18,include,noUnpaired,Test,102,101,517.33,0.57,0,0
18,include,noUnpaired,Test,103,102,517.5,0.17,0,0
18,include,noUnpaired,Test,104,103,529.18,11.68,0,0
18,include,noUnpaired,Test,105,104,530.15,0.97,0,0
18,include,noUnpaired,Test,106,105,531.03,0.88,0,0
18,include,noUnpaired,Test,107,106,532.27,1.24,0,0
18,include,noUnpaired,Test,108,107,532.76,0.49,0,0
18,include,noUnpaired,Test,109,108,534.38,1.62,0,0
18,include,noUnpaired,Test,110,109,534.93,0.55,0,0
18,include,noUnpaired,Test,111,110,535.27,0.34,0,0
18,include,noUnpaired,Test,112,111,535.73,0.46,0,0
18,include,noUnpaired,Test,113,112,536.37,0.64,0,0
18,include,noUnpaired,Test,114,113,536.78,0.41,0,0
18,include,noUnpaired,Test,115,114,537.22,0.44,0,0
18,include,noUnpaired,Test,116,115,540.69,3.47,0,0
18,include,noUnpaired,Test,117,116,541.18,0.49,0,0
18,include,noUnpaired,Test,118,117,542.32,1.14,0,0
18,include,noUnpaired,Test,119,118,569.69,27.37,0,0
18,include,noUnpaired,Test,120,119,570.87,1.18,0,0
18,include,noUnpaired,Test,121,120,571.34,0.47,0,0
18,include,noUnpaired,Test,122,121,572.38,1.04,0,0
18,include,noUnpaired,Test,123,122,572.85,0.47,0,0
18,include,noUnpaired,Test,124,123,589.77,16.92,0,0
18,include,noUnpaired,Test,125,124,592.25,2.48,0,0
18,include,noUnpaired,Test,126,125,593.62,1.37,0,0
18,include,noUnpaired,Test,127,126,599.2,5.58,0,0
18,include,noUnpaired,Test,127,127,599.2,0.8,0,1
26,exclude,pfPaired,Test,1,0,15.1,0,0,0
26,exclude,pfPaired,Test,2,1,39.63,24.53,0,0
26,exclude,pfPaired,Test,3,2,42.45,2.82,0,0
26,exclude,pfPaired,Test,4,3,62.14,19.69,0,0
26,exclude,pfPaired,Test,5,4,62.44,0.3,0,0
26,exclude,pfPaired,Test,6,5,66.6,4.16,0,0
26,exclude,pfPaired,Test,7,6,90.13,23.53,0,0
26,exclude,pfPaired,Test,8,7,104.57,14.44,0,0
26,exclude,pfPaired,Test,9,8,120.33,15.76,0,0
26,exclude,pfPaired,Test,10,9,125.81,5.48,0,0
26,exclude,pfPaired,Test,11,10,145.52,19.71,0,0
26,exclude,pfPaired,Test,12,11,214.39,68.87,0,0
26,exclude,pfPaired,Test,13,12,214.93,0.54,0,0
26,exclude,pfPaired,Test,14,13,243.87,28.94,0,0
26,exclude,pfPaired,Test,15,14,332.83,88.96,0,0
26,exclude,pfPaired,Test,16,15,457.04,124.21,0,0
26,exclude,pfPaired,Test,17,16,458.67,1.63,0,0
26,exclude,pfPaired,Test,18,17,515.51,56.84,0,0
26,exclude,pfPaired,Test,19,18,553.69,38.18,0,0
26,exclude,pfPaired,Test,19,19,553.69,46.31,0,1
3,include,pfUnpaired,Test,1,0,9.06,0,0,0
3,include,pfUnpaired,Test,2,1,9.56,0.5,0,0
3,include,pfUnpaired,Test,3,2,10.09,0.53,0,0
3,include,pfUnpaired,Test,4,3,10.55,0.46,0,0
3,include,pfUnpaired,Test,5,4,10.96,0.41,0,0
3,include,pfUnpaired,Test,6,5,11.82,0.86,0,0
3,include,pfUnpaired,Test,7,6,12.22,0.4,0,0
3,include,pfUnpaired,Test,8,7,13.16,0.94,0,0
3,include,pfUnpaired,Test,9,8,16.62,3.46,0,0
3,include,pfUnpaired,Test,10,9,16.92,0.3,0,0
3,include,pfUnpaired,Test,11,10,17.29,0.37,0,0
3,include,pfUnpaired,Test,12,11,17.69,0.4,0,0
3,include,pfUnpaired,Test,13,12,18.04,0.35,0,0
3,include,pfUnpaired,Test,14,13,26.21,8.17,0,0
3,include,pfUnpaired,Test,15,14,26.66,0.45,0,0
3,include,pfUnpaired,Test,16,15,26.95,0.29,0,0
3,include,pfUnpaired,Test,17,16,27.37,0.42,0,0
3,include,pfUnpaired,Test,18,17,36.79,9.42,0,0
3,include,pfUnpaired,Test,19,18,37.48,0.69,0,0
3,include,pfUnpaired,Test,20,19,37.85,0.37,0,0
3,include,pfUnpaired,Test,21,20,38.78,0.93,0,0
3,include,pfUnpaired,Test,22,21,39.31,0.53,0,0
3,include,pfUnpaired,Test,23,22,39.63,0.32,0,0
3,include,pfUnpaired,Test,24,23,49.58,9.95,0,0
3,include,pfUnpaired,Test,25,24,50.1,0.52,0,0
3,include,pfUnpaired,Test,26,25,50.59,0.49,0,0
3,include,pfUnpaired,Test,27,26,50.97,0.38,0,0
3,include,pfUnpaired,Test,28,27,51.48,0.51,0,0
3,include,pfUnpaired,Test,29,28,64.28,12.8,0,0
3,include,pfUnpaired,Test,30,29,64.71,0.43,0,0
3,include,pfUnpaired,Test,31,30,65.07,0.36,0,0
3,include,pfUnpaired,Test,32,31,65.56,0.49,0,0
3,include,pfUnpaired,Test,33,32,65.84,0.28,0,0
3,include,pfUnpaired,Test,34,33,66.23,0.39,0,0
3,include,pfUnpaired,Test,35,34,66.6,0.37,0,0
3,include,pfUnpaired,Test,36,35,67.2,0.6,0,0
3,include,pfUnpaired,Test,37,36,68.04,0.84,0,0
3,include,pfUnpaired,Test,38,37,68.47,0.43,0,0
3,include,pfUnpaired,Test,39,38,68.85,0.38,0,0
3,include,pfUnpaired,Test,40,39,69.33,0.48,0,0
3,include,pfUnpaired,Test,41,40,70.72,1.39,0,0
3,include,pfUnpaired,Test,42,41,71.34,0.62,0,0
3,include,pfUnpaired,Test,43,42,71.98,0.64,0,0
3,include,pfUnpaired,Test,44,43,75.45,3.47,0,0
3,include,pfUnpaired,Test,45,44,76.51,1.06,0,0
3,include,pfUnpaired,Test,46,45,96.31,19.8,0,0
3,include,pfUnpaired,Test,47,46,97.04,0.73,0,0
3,include,pfUnpaired,Test,48,47,121.5,24.46,0,0
3,include,pfUnpaired,Test,49,48,122.23,0.73,0,0
3,include,pfUnpaired,Test,50,49,122.54,0.31,0,0
3,include,pfUnpaired,Test,51,50,123.03,0.49,0,0
3,include,pfUnpaired,Test,52,51,123.32,0.29,0,0
3,include,pfUnpaired,Test,53,52,123.84,0.52,0,0
3,include,pfUnpaired,Test,54,53,127.91,4.07,0,0
3,include,pfUnpaired,Test,55,54,128.48,0.57,0,0
3,include,pfUnpaired,Test,56,55,129.19,0.71,0,0
3,include,pfUnpaired,Test,57,56,131.51,2.32,0,0
3,include,pfUnpaired,Test,58,57,132,0.49,0,0
3,include,pfUnpaired,Test,59,58,132.53,0.53,0,0
3,include,pfUnpaired,Test,60,59,162.47,29.94,0,0
3,include,pfUnpaired,Test,61,60,162.69,0.22,0,0
3,include,pfUnpaired,Test,62,61,171.26,8.57,0,0
3,include,pfUnpaired,Test,63,62,177.73,6.47,0,0
3,include,pfUnpaired,Test,64,63,179.1,1.37,0,0
3,include,pfUnpaired,Test,65,64,179.48,0.38,0,0
3,include,pfUnpaired,Test,66,65,179.86,0.38,0,0
3,include,pfUnpaired,Test,67,66,182.48,2.62,0,0
3,include,pfUnpaired,Test,68,67,182.96,0.48,0,0
3,include,pfUnpaired,Test,69,68,183.31,0.35,0,0
3,include,pfUnpaired,Test,70,69,184.91,1.6,0,0
3,include,pfUnpaired,Test,71,70,185.53,0.62,0,0
3,include,pfUnpaired,Test,72,71,193.25,7.72,0,0
3,include,pfUnpaired,Test,73,72,194.03,0.78,0,0
3,include,pfUnpaired,Test,74,73,195.25,1.22,0,0
3,include,pfUnpaired,Test,75,74,195.69,0.44,0,0
3,include,pfUnpaired,Test,76,75,211.29,15.6,0,0
3,include,pfUnpaired,Test,77,76,217.01,5.72,0,0
3,include,pfUnpaired,Test,78,77,236.71,19.7,0,0
3,include,pfUnpaired,Test,79,78,237.28,0.57,0,0
3,include,pfUnpaired,Test,80,79,239.72,2.44,0,0
3,include,pfUnpaired,Test,81,80,240.67,0.95,0,0
3,include,pfUnpaired,Test,82,81,243.13,2.46,0,0
3,include,pfUnpaired,Test,83,82,243.61,0.48,0,0
3,include,pfUnpaired,Test,84,83,243.9,0.29,0,0
3,include,pfUnpaired,Test,85,84,244.69,0.79,0,0
3,include,pfUnpaired,Test,86,85,258.89,14.2,0,0
3,include,pfUnpaired,Test,87,86,267.29,8.4,0,0
3,include,pfUnpaired,Test,88,87,267.6,0.31,0,0
3,include,pfUnpaired,Test,89,88,268.08,0.48,0,0
3,include,pfUnpaired,Test,90,89,271.93,3.85,0,0
3,include,pfUnpaired,Test,91,90,272.52,0.59,0,0
3,include,pfUnpaired,Test,92,91,272.92,0.4,0,0
3,include,pfUnpaired,Test,93,92,273.27,0.35,0,0
3,include,pfUnpaired,Test,94,93,275.16,1.89,0,0
3,include,pfUnpaired,Test,95,94,275.53,0.37,0,0
3,include,pfUnpaired,Test,96,95,275.87,0.34,0,0
3,include,pfUnpaired,Test,97,96,320.14,44.27,0,0
3,include,pfUnpaired,Test,98,97,320.61,0.47,0,0
3,include,pfUnpaired,Test,99,98,322.45,1.84,0,0
3,include,pfUnpaired,Test,100,99,322.74,0.29,0,0
3,include,pfUnpaired,Test,101,100,339.83,17.09,0,0
3,include,pfUnpaired,Test,102,101,340.43,0.6,0,0
3,include,pfUnpaired,Test,103,102,341.09,0.66,0,0
3,include,pfUnpaired,Test,104,103,341.64,0.55,0,0
3,include,pfUnpaired,Test,105,104,352.82,11.18,0,0
3,include,pfUnpaired,Test,106,105,353.51,0.69,0,0
3,include,pfUnpaired,Test,107,106,353.84,0.33,0,0
3,include,pfUnpaired,Test,108,107,354.1,0.26,0,0
3,include,pfUnpaired,Test,109,108,354.5,0.4,0,0
3,include,pfUnpaired,Test,110,109,354.91,0.41,0,0
3,include,pfUnpaired,Test,111,110,355.42,0.51,0,0
3,include,pfUnpaired,Test,112,111,355.89,0.47,0,0
3,include,pfUnpaired,Test,113,112,356.26,0.37,0,0
3,include,pfUnpaired,Test,114,113,357.31,1.05,0,0
3,include,pfUnpaired,Test,115,114,357.7,0.39,0,0
3,include,pfUnpaired,Test,116,115,359.01,1.31,0,0
3,include,pfUnpaired,Test,117,116,359.45,0.44,0,0
3,include,pfUnpaired,Test,118,117,360.72,1.27,0,0
3,include,pfUnpaired,Test,119,118,375.8,15.08,0,0
3,include,pfUnpaired,Test,120,119,376.5,0.7,0,0
3,include,pfUnpaired,Test,121,120,379.93,3.43,0,0
3,include,pfUnpaired,Test,122,121,382.88,2.95,0,0
3,include,pfUnpaired,Test,123,122,407.36,24.48,0,0
3,include,pfUnpaired,Test,124,123,408.07,0.71,0,0
3,include,pfUnpaired,Test,125,124,408.36,0.29,0,0
3,include,pfUnpaired,Test,126,125,408.73,0.37,0,0
3,include,pfUnpaired,Test,127,126,409.34,0.61,0,0
3,include,pfUnpaired,Test,128,127,416.97,7.63,0,0
3,include,pfUnpaired,Test,129,128,417.47,0.5,0,0
3,include,pfUnpaired,Test,130,129,417.87,0.4,0,0
3,include,pfUnpaired,Test,131,130,418.36,0.49,0,0
3,include,pfUnpaired,Test,132,131,418.51,0.15,0,0
3,include,pfUnpaired,Test,133,132,423.29,4.78,0,0
3,include,pfUnpaired,Test,134,133,423.98,0.69,0,0
3,include,pfUnpaired,Test,135,134,429.39,5.41,0,0
3,include,pfUnpaired,Test,136,135,429.81,0.42,0,0
3,include,pfUnpaired,Test,137,136,430.08,0.27,0,0
3,include,pfUnpaired,Test,138,137,430.71,0.63,0,0
3,include,pfUnpaired,Test,139,138,430.88,0.17,0,0
3,include,pfUnpaired,Test,140,139,431.12,0.24,0,0
3,include,pfUnpaired,Test,141,140,431.53,0.41,0,0
3,include,pfUnpaired,Test,142,141,436.59,5.06,0,0
3,include,pfUnpaired,Test,143,142,437.67,1.08,0,0
3,include,pfUnpaired,Test,144,143,438.28,0.61,0,0
3,include,pfUnpaired,Test,145,144,438.59,0.31,0,0
3,include,pfUnpaired,Test,146,145,444.04,5.45,0,0
3,include,pfUnpaired,Test,147,146,444.38,0.34,0,0
3,include,pfUnpaired,Test,148,147,465.49,21.11,0,0
3,include,pfUnpaired,Test,149,148,480.93,15.44,0,0
3,include,pfUnpaired,Test,150,149,493.35,12.42,0,0
3,include,pfUnpaired,Test,151,150,505.29,11.94,0,0
3,include,pfUnpaired,Test,152,151,509.93,4.64,0,0
3,include,pfUnpaired,Test,153,152,510.46,0.53,0,0
3,include,pfUnpaired,Test,154,153,510.69,0.23,0,0
3,include,pfUnpaired,Test,155,154,543.84,33.15,0,0
3,include,pfUnpaired,Test,156,155,557.46,13.62,0,0
3,include,pfUnpaired,Test,157,156,558.09,0.63,0,0
3,include,pfUnpaired,Test,158,157,562.04,3.95,0,0
3,include,pfUnpaired,Test,159,158,562.52,0.48,0,0
3,include,pfUnpaired,Test,160,159,565.49,2.97,0,0
3,include,pfUnpaired,Test,161,160,566.12,0.63,0,0
3,include,pfUnpaired,Test,162,161,568.26,2.14,0,0
3,include,pfUnpaired,Test,163,162,569.11,0.85,0,0
3,include,pfUnpaired,Test,164,163,571.46,2.35,0,0
3,include,pfUnpaired,Test,165,164,572.23,0.77,0,0
3,include,pfUnpaired,Test,166,165,586.79,14.56,0,0
3,include,pfUnpaired,Test,166,166,586.79,13.21,0,1
11,exclude,noPaired,Test,1,0,32.25,0,0,0
11,exclude,noPaired,Test,2,1,32.99,0.74,0,0
11,exclude,noPaired,Test,3,2,33.56,0.57,0,0
11,exclude,noPaired,Test,4,3,34.78,1.22,0,0
11,exclude,noPaired,Test,5,4,35.28,0.5,0,0
11,exclude,noPaired,Test,6,5,39.31,4.03,0,0
11,exclude,noPaired,Test,7,6,139.1,99.79,0,0
11,exclude,noPaired,Test,8,7,329,189.9,0,0
11,exclude,noPaired,Test,9,8,329.93,0.93,0,0
11,exclude,noPaired,Test,10,9,352.03,22.1,0,0
11,exclude,noPaired,Test,11,10,365.22,13.19,0,0
11,exclude,noPaired,Test,12,11,517.18,151.96,0,0
11,exclude,noPaired,Test,12,12,517.18,82.82,0,1
19,exclude,pfPaired,Test,1,0,51.54,0,0,0
19,exclude,pfPaired,Test,2,1,52.21,0.67,0,0
19,exclude,pfPaired,Test,3,2,52.48,0.27,0,0
19,exclude,pfPaired,Test,4,3,122.31,69.83,0,0
19,exclude,pfPaired,Test,5,4,241.74,119.43,0,0
19,exclude,pfPaired,Test,6,5,246.84,5.1,0,0
19,exclude,pfPaired,Test,7,6,247.33,0.49,0,0
19,exclude,pfPaired,Test,8,7,373.99,126.66,0,0
19,exclude,pfPaired,Test,8,8,373.99,226.01,0,1
27,include,noUnpaired,Test,1,0,8.71,0,0,0
27,include,noUnpaired,Test,2,1,9.33,0.62,0,0
27,include,noUnpaired,Test,3,2,9.58,0.25,0,0
27,include,noUnpaired,Test,4,3,10.26,0.68,0,0
27,include,noUnpaired,Test,5,4,33.71,23.45,0,0
27,include,noUnpaired,Test,6,5,47.46,13.75,0,0
27,include,noUnpaired,Test,7,6,101.51,54.05,0,0
27,include,noUnpaired,Test,8,7,102.05,0.54,0,0
27,include,noUnpaired,Test,9,8,126.55,24.5,0,0
27,include,noUnpaired,Test,10,9,129.33,2.78,0,0
27,include,noUnpaired,Test,11,10,129.54,0.21,0,0
27,include,noUnpaired,Test,12,11,130.31,0.77,0,0
27,include,noUnpaired,Test,13,12,213.72,83.41,0,0
27,include,noUnpaired,Test,14,13,214.14,0.42,0,0
27,include,noUnpaired,Test,15,14,214.57,0.43,0,0
27,include,noUnpaired,Test,16,15,262.09,47.52,0,0
27,include,noUnpaired,Test,17,16,262.48,0.39,0,0
27,include,noUnpaired,Test,18,17,262.85,0.37,0,0
27,include,noUnpaired,Test,19,18,263.18,0.33,0,0
27,include,noUnpaired,Test,20,19,286.47,23.29,0,0
27,include,noUnpaired,Test,21,20,286.91,0.44,0,0
27,include,noUnpaired,Test,22,21,287.04,0.13,0,0
27,include,noUnpaired,Test,23,22,290.28,3.24,0,0
27,include,noUnpaired,Test,24,23,290.46,0.18,0,0
27,include,noUnpaired,Test,25,24,290.92,0.46,0,0
27,include,noUnpaired,Test,26,25,291.39,0.47,0,0
27,include,noUnpaired,Test,27,26,308.27,16.88,0,0
27,include,noUnpaired,Test,28,27,308.84,0.57,0,0
27,include,noUnpaired,Test,29,28,309.15,0.31,0,0
27,include,noUnpaired,Test,30,29,309.34,0.19,0,0
27,include,noUnpaired,Test,31,30,408.47,99.13,0,0
27,include,noUnpaired,Test,32,31,409.7,1.23,0,0
27,include,noUnpaired,Test,33,32,431.28,21.58,0,0
27,include,noUnpaired,Test,34,33,431.51,0.23,0,0
27,include,noUnpaired,Test,35,34,431.76,0.25,0,0
27,include,noUnpaired,Test,36,35,432.2,0.44,0,0
27,include,noUnpaired,Test,37,36,445.19,12.99,0,0
27,include,noUnpaired,Test,38,37,445.38,0.19,0,0
27,include,noUnpaired,Test,39,38,445.83,0.45,0,0
27,include,noUnpaired,Test,40,39,449.76,3.93,0,0
27,include,noUnpaired,Test,41,40,450,0.24,0,0
27,include,noUnpaired,Test,42,41,450.32,0.32,0,0
27,include,noUnpaired,Test,43,42,451.41,1.09,0,0
27,include,noUnpaired,Test,44,43,491.79,40.38,0,0
27,include,noUnpaired,Test,45,44,491.95,0.16,0,0
27,include,noUnpaired,Test,46,45,492.29,0.34,0,0
27,include,noUnpaired,Test,47,46,498.92,6.63,0,0
27,include,noUnpaired,Test,48,47,499.68,0.76,0,0
27,include,noUnpaired,Test,49,48,502.95,3.27,0,0
27,include,noUnpaired,Test,50,49,503.06,0.11,0,0
27,include,noUnpaired,Test,51,50,503.29,0.23,0,0
27,include,noUnpaired,Test,52,51,503.67,0.38,0,0
27,include,noUnpaired,Test,53,52,503.99,0.32,0,0
27,include,noUnpaired,Test,54,53,537.43,33.44,0,0
27,include,noUnpaired,Test,55,54,537.81,0.38,0,0
27,include,noUnpaired,Test,56,55,538.14,0.33,0,0
27,include,noUnpaired,Test,57,56,538.3,0.16,0,0
27,include,noUnpaired,Test,58,57,540.7,2.4,0,0
27,include,noUnpaired,Test,59,58,541.06,0.36,0,0
27,include,noUnpaired,Test,60,59,541.29,0.23,0,0
27,include,noUnpaired,Test,61,60,569.85,28.56,0,0
27,include,noUnpaired,Test,62,61,570.11,0.26,0,0
27,include,noUnpaired,Test,63,62,570.37,0.26,0,0
27,include,noUnpaired,Test,64,63,570.74,0.37,0,0
27,include,noUnpaired,Test,65,64,576.54,5.8,0,0
27,include,noUnpaired,Test,66,65,577.63,1.09,0,0
27,include,noUnpaired,Test,67,66,581.59,3.96,0,0
27,include,noUnpaired,Test,68,67,581.83,0.24,0,0
27,include,noUnpaired,Test,69,68,582.03,0.2,0,0
27,include,noUnpaired,Test,70,69,582.33,0.3,0,0
27,include,noUnpaired,Test,71,70,582.66,0.33,0,0
27,include,noUnpaired,Test,72,71,583.09,0.43,0,0
27,include,noUnpaired,Test,73,72,583.24,0.15,0,0
27,include,noUnpaired,Test,74,73,583.62,0.38,0,0
27,include,noUnpaired,Test,75,74,590.45,6.83,0,0
27,include,noUnpaired,Test,75,75,590.45,9.55,0,1
4,include,noUnpaired,Test,1,0,41.93,0,0,0
4,include,noUnpaired,Test,2,1,44.84,2.91,0,0
4,include,noUnpaired,Test,3,2,50.67,5.83,0,0
4,include,noUnpaired,Test,4,3,127.03,76.36,0,0
4,include,noUnpaired,Test,5,4,127.31,0.28,0,0
4,include,noUnpaired,Test,6,5,306.22,178.91,0,0
4,include,noUnpaired,Test,7,6,306.77,0.55,0,0
4,include,noUnpaired,Test,8,7,308.76,1.99,0,0
4,include,noUnpaired,Test,9,8,313.88,5.12,0,0
4,include,noUnpaired,Test,10,9,399.47,85.59,0,0
4,include,noUnpaired,Test,11,10,399.65,0.18,0,0
4,include,noUnpaired,Test,12,11,401.49,1.84,0,0
4,include,noUnpaired,Test,13,12,401.61,0.12,0,0
4,include,noUnpaired,Test,13,13,401.61,198.39,0,1
12,exclude,pfPaired,Test,1,0,29.8,0,0,0
12,exclude,pfPaired,Test,2,1,31.1,1.3,0,0
12,exclude,pfPaired,Test,3,2,31.84,0.74,0,0
12,exclude,pfPaired,Test,4,3,72.17,40.33,0,0
12,exclude,pfPaired,Test,5,4,72.46,0.29,0,0
12,exclude,pfPaired,Test,6,5,110.66,38.2,0,0
12,exclude,pfPaired,Test,7,6,110.97,0.31,0,0
12,exclude,pfPaired,Test,8,7,111.15,0.18,0,0
12,exclude,pfPaired,Test,9,8,111.36,0.21,0,0
12,exclude,pfPaired,Test,10,9,111.72,0.36,0,0
12,exclude,pfPaired,Test,11,10,112.56,0.84,0,0
12,exclude,pfPaired,Test,12,11,113.54,0.98,0,0
12,exclude,pfPaired,Test,13,12,114.74,1.2,0,0
12,exclude,pfPaired,Test,14,13,115.24,0.5,0,0
12,exclude,pfPaired,Test,15,14,116.47,1.23,0,0
12,exclude,pfPaired,Test,16,15,138.54,22.07,0,0
12,exclude,pfPaired,Test,17,16,139.27,0.73,0,0
12,exclude,pfPaired,Test,18,17,139.45,0.18,0,0
12,exclude,pfPaired,Test,19,18,139.77,0.32,0,0
12,exclude,pfPaired,Test,20,19,140.08,0.31,0,0
12,exclude,pfPaired,Test,21,20,162.55,22.47,0,0
12,exclude,pfPaired,Test,22,21,196.57,34.02,0,0
12,exclude,pfPaired,Test,23,22,197.37,0.8,0,0
12,exclude,pfPaired,Test,24,23,204.69,7.32,0,0
12,exclude,pfPaired,Test,25,24,239.92,35.23,0,0
12,exclude,pfPaired,Test,26,25,260.36,20.44,0,0
12,exclude,pfPaired,Test,27,26,261.3,0.94,0,0
12,exclude,pfPaired,Test,28,27,261.61,0.31,0,0
12,exclude,pfPaired,Test,29,28,262.87,1.26,0,0
12,exclude,pfPaired,Test,30,29,266.27,3.4,0,0
12,exclude,pfPaired,Test,31,30,271.9,5.63,0,0
12,exclude,pfPaired,Test,32,31,272.58,0.68,0,0
12,exclude,pfPaired,Test,33,32,272.91,0.33,0,0
12,exclude,pfPaired,Test,34,33,273.54,0.63,0,0
12,exclude,pfPaired,Test,35,34,274.95,1.41,0,0
12,exclude,pfPaired,Test,36,35,276.08,1.13,0,0
12,exclude,pfPaired,Test,37,36,312.97,36.89,0,0
12,exclude,pfPaired,Test,38,37,313.69,0.72,0,0
12,exclude,pfPaired,Test,39,38,461.51,147.82,0,0
12,exclude,pfPaired,Test,40,39,507.64,46.13,0,0
12,exclude,pfPaired,Test,41,40,598.84,91.2,0,0
12,exclude,pfPaired,Test,41,41,598.84,1.16,0,1
20,exclude,noPaired,Test,1,0,1.25,0,0,0
20,exclude,noPaired,Test,2,1,4.63,3.38,0,0
20,exclude,noPaired,Test,3,2,5,0.37,0,0
20,exclude,noPaired,Test,4,3,50.13,45.13,0,0
20,exclude,noPaired,Test,5,4,50.83,0.7,0,0
20,exclude,noPaired,Test,6,5,54.02,3.19,0,0
20,exclude,noPaired,Test,7,6,56.19,2.17,0,0
20,exclude,noPaired,Test,8,7,57.74,1.55,0,0
20,exclude,noPaired,Test,9,8,99.98,42.24,0,0
20,exclude,noPaired,Test,10,9,100.34,0.36,0,0
20,exclude,noPaired,Test,11,10,100.5,0.16,0,0
20,exclude,noPaired,Test,12,11,103.28,2.78,0,0
20,exclude,noPaired,Test,13,12,104.28,1,0,0
20,exclude,noPaired,Test,14,13,104.89,0.61,0,0
20,exclude,noPaired,Test,15,14,105.26,0.37,0,0
20,exclude,noPaired,Test,16,15,105.71,0.45,0,0
20,exclude,noPaired,Test,17,16,106.82,1.11,0,0
20,exclude,noPaired,Test,18,17,123.96,17.14,0,0
20,exclude,noPaired,Test,19,18,124.29,0.33,0,0
20,exclude,noPaired,Test,20,19,124.48,0.19,0,0
20,exclude,noPaired,Test,21,20,131.63,7.15,0,0
20,exclude,noPaired,Test,22,21,133.44,1.81,0,0
20,exclude,noPaired,Test,23,22,147.23,13.79,0,0
20,exclude,noPaired,Test,24,23,148.72,1.49,0,0
20,exclude,noPaired,Test,25,24,149.15,0.43,0,0
20,exclude,noPaired,Test,26,25,149.61,0.46,0,0
20,exclude,noPaired,Test,27,26,178.2,28.59,0,0
20,exclude,noPaired,Test,28,27,179.91,1.71,0,0
20,exclude,noPaired,Test,29,28,211.58,31.67,0,0
20,exclude,noPaired,Test,30,29,256.77,45.19,0,0
20,exclude,noPaired,Test,31,30,256.97,0.2,0,0
